triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
543,ENSG00000108509-ENSMUSG00000040712-ENSCAFG00000015674,45,0,3,2,2,0,0,147
576,ENSG00000009780-ENSMUSG00000028878-ENSCAFG00000029112,18,0,0,0,2,0,0,56
580,ENSG00000148219-ENSMUSG00000028373-ENSCAFG00000003504,44,0,0,7,4,0,0,150
605,ENSG00000112715-ENSMUSG00000023951-ENSCAFG00000001938,18,0,3,0,2,0,0,62
613,ENSG00000172340-ENSMUSG00000061838-ENSCAFG00000006612,23,0,0,0,2,0,0,71
657,ENSG00000172819-ENSMUSG00000001288-ENSCAFG00000007050,17,1,0,0,3,0,0,56
668,ENSG00000161813-ENSMUSG00000023025-ENSCAFG00000008174,32,0,0,4,1,0,0,105
677,ENSG00000266173-ENSMUSG00000069631-ENSCAFG00000012905,25,1,0,0,4,0,0,81
697,ENSG00000143622-ENSMUSG00000028057-ENSCAFG00000016911,11,0,0,0,3,0,0,36
707,ENSG00000091527-ENSMUSG00000032803-ENSCAFG00000006436,10,0,0,6,2,0,0,44
712,ENSG00000067606-ENSMUSG00000029053-ENSCAFG00000019381,37,0,0,0,2,0,0,113
760,ENSG00000107263-ENSMUSG00000039844-ENSCAFG00000019902,54,0,0,3,2,0,0,170
764,ENSG00000180957-ENSMUSG00000050017-ENSCAFG00000011830,24,0,1,0,2,0,0,76
792,ENSG00000071626-ENSMUSG00000069565-ENSCAFG00000019528,26,0,0,0,2,0,0,80
794,ENSG00000110075-ENSMUSG00000024908-ENSCAFG00000010819,48,0,0,0,2,0,0,146
818,ENSG00000187098-ENSMUSG00000035158-ENSCAFG00000006496,26,0,0,2,2,0,0,84
837,ENSG00000167535-ENSMUSG00000003352-ENSCAFG00000008857,26,0,0,2,2,0,0,84
864,ENSG00000112305-ENSMUSG00000026155-ENSCAFG00000002612,23,0,0,0,5,0,0,74
888,ENSG00000133069-ENSMUSG00000042066-ENSCAFG00000010030,15,0,0,0,2,0,0,47
892,ENSG00000176973-ENSMUSG00000024939-ENSCAFG00000013474,5,0,0,0,2,0,0,17
893,ENSG00000006128-ENSMUSG00000061762-ENSCAFG00000002207,11,1,0,0,1,0,0,36
909,ENSG00000116641-ENSMUSG00000028556-ENSCAFG00000018765,92,0,0,10,3,0,0,299
913,ENSG00000160789-ENSMUSG00000028063-ENSCAFG00000016863,28,0,0,0,5,0,0,89
937,ENSG00000173418-ENSMUSG00000002728-ENSCAFG00000032025,14,0,0,0,2,0,0,44
940,ENSG00000152503-ENSMUSG00000033949-ENSCAFG00000000219,21,0,2,2,2,0,0,73
1037,ENSG00000107771-ENSMUSG00000058690-ENSCAFG00000015946,23,0,4,0,1,0,0,78
1098,ENSG00000104067-ENSMUSG00000030516-ENSCAFG00000010407,52,0,0,7,2,0,0,172
1108,ENSG00000115155-ENSMUSG00000062372-ENSCAFG00000004385,99,0,0,0,1,0,0,298
1112,ENSG00000143420-ENSMUSG00000038619-ENSCAFG00000012054,9,0,0,0,5,0,0,32
1128,ENSG00000128595-ENSMUSG00000029767-ENSCAFG00000001640,14,0,1,0,3,0,0,47
1137,ENSG00000145194-ENSMUSG00000022842-ENSCAFG00000012533,38,0,6,0,1,0,0,127
1142,ENSG00000160183-ENSMUSG00000024034-ENSCAFG00000010372,27,0,1,0,1,0,0,84
1179,ENSG00000196236-ENSMUSG00000022401-ENSCAFG00000001134,21,0,0,0,2,0,0,65
1185,ENSG00000184792-ENSMUSG00000020435-ENSCAFG00000012842,30,0,0,0,8,0,0,98
1198,ENSG00000134508-ENSMUSG00000040957-ENSCAFG00000018207,16,0,0,5,2,0,0,60
1212,ENSG00000111859-ENSMUSG00000021365-ENSCAFG00000009773,14,0,0,2,2,0,0,48
1235,ENSG00000053747-ENSMUSG00000024421-ENSCAFG00000018173,152,0,0,1,1,0,0,459
1259,ENSG00000137343-ENSMUSG00000024426-ENSCAFG00000000414,29,0,0,0,2,0,0,89
1274,ENSG00000078304-ENSMUSG00000017843-ENSCAFG00000017948,28,0,1,0,8,0,0,94
1292,ENSG00000021852-ENSMUSG00000029656-ENSCAFG00000018937,23,1,0,0,4,0,0,75
1325,ENSG00000089159-ENSMUSG00000029528-ENSCAFG00000010241,16,0,0,9,1,0,0,67
1356,ENSG00000163913-ENSMUSG00000030323-ENSCAFG00000004785,61,0,3,1,2,0,0,193
1376,ENSG00000135124-ENSMUSG00000029470-ENSCAFG00000008363,24,0,0,0,2,0,0,74
1391,ENSG00000165322-ENSMUSG00000041225-ENSCAFG00000004045,33,1,0,0,3,0,0,104
1395,ENSG00000140832-ENSMUSG00000001672-ENSCAFG00000020193,2,0,0,7,2,0,0,22
1411,ENSG00000072832-ENSMUSG00000029121-ENSCAFG00000015799,30,0,0,0,2,0,0,92
1504,ENSG00000162374-ENSMUSG00000028546-ENSCAFG00000003927,17,0,0,4,2,0,0,61
1510,ENSG00000133997-ENSMUSG00000002679-ENSCAFG00000016675,18,0,0,0,4,0,0,58
1520,ENSG00000062194-ENSMUSG00000032745-ENSCAFG00000006945,23,0,0,0,3,0,0,72
1537,ENSG00000013375-ENSMUSG00000056131-ENSCAFG00000002929,24,0,3,3,5,0,0,89
1546,ENSG00000168003-ENSMUSG00000010095-ENSCAFG00000015495,18,0,0,3,6,0,0,66
1561,ENSG00000114544-ENSMUSG00000030089-ENSCAFG00000003765,23,0,0,0,3,0,0,72
1568,ENSG00000065989-ENSMUSG00000032177-ENSCAFG00000017790,34,0,4,0,3,0,0,113
1597,ENSG00000138758-ENSMUSG00000058013-ENSCAFG00000008668,16,0,0,10,2,0,0,70
1614,ENSG00000157680-ENSMUSG00000038665-ENSCAFG00000003373,52,0,0,17,3,0,0,193
1627,ENSG00000004455-ENSMUSG00000028792-ENSCAFG00000010390,12,0,0,3,3,0,0,45
1636,ENSG00000175866-ENSMUSG00000025372-ENSCAFG00000005700,26,0,0,8,3,0,0,97
