triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
541,ENSG00000105939-ENSMUSG00000029826-ENSCAFG00000004102,0,0,27,0,0,28,5,87
547,ENSG00000004766-ENSMUSG00000001376-ENSCAFG00000002018,56,0,1,0,2,3,0,175
591,ENSG00000139436-ENSMUSG00000041890-ENSCAFG00000010725,44,0,2,0,0,0,0,136
605,ENSG00000112715-ENSMUSG00000023951-ENSCAFG00000001938,18,0,3,0,2,0,0,62
607,ENSG00000157404-ENSMUSG00000005672-ENSCAFG00000002065,0,0,44,0,0,43,0,131
618,ENSG00000100578-ENSMUSG00000034601-ENSCAFG00000015377,0,0,60,0,12,60,5,197
630,ENSG00000160194-ENSMUSG00000024038-ENSCAFG00000010508,0,0,6,0,2,8,7,29
638,ENSG00000147526-ENSMUSG00000065954-ENSCAFG00000005876,22,0,6,0,0,4,0,82
652,ENSG00000106113-ENSMUSG00000003476-ENSCAFG00000003097,24,0,4,0,4,5,0,89
656,ENSG00000078902-ENSMUSG00000025139-ENSCAFG00000009960,13,0,1,0,0,2,3,46
693,ENSG00000137074-ENSMUSG00000028411-ENSCAFG00000001812,13,0,2,0,5,4,0,52
703,ENSG00000004866-ENSMUSG00000029534-ENSCAFG00000003410,37,0,2,0,0,0,0,115
710,ENSG00000050438-ENSMUSG00000023032-ENSCAFG00000007728,0,0,46,0,8,51,0,151
713,ENSG00000035928-ENSMUSG00000029191-ENSCAFG00000016068,0,0,51,0,0,52,1,155
725,ENSG00000165185-ENSMUSG00000045071-ENSCAFG00000003043,8,0,1,0,0,0,0,26
764,ENSG00000180957-ENSMUSG00000050017-ENSCAFG00000011830,24,0,1,0,2,0,0,76
770,ENSG00000111252-ENSMUSG00000042594-ENSCAFG00000008601,13,0,1,0,2,2,0,45
784,ENSG00000079308-ENSMUSG00000055322-ENSCAFG00000014575,0,0,56,0,1,70,3,186
786,ENSG00000115020-ENSMUSG00000025949-ENSCAFG00000013684,84,0,1,0,0,0,0,254
798,ENSG00000135506-ENSMUSG00000040462-ENSCAFG00000000259,32,0,1,0,0,0,3,101
804,ENSG00000103051-ENSMUSG00000031753-ENSCAFG00000020149,38,0,1,0,0,1,0,117
839,ENSG00000184014-ENSMUSG00000035901-ENSCAFG00000007156,46,0,2,0,0,0,0,142
848,ENSG00000173905-ENSMUSG00000034109-ENSCAFG00000014599,0,0,33,0,0,32,0,98
849,ENSG00000147601-ENSMUSG00000025925-ENSCAFG00000007975,0,0,20,0,1,20,5,66
853,ENSG00000130592-ENSMUSG00000018819-ENSCAFG00000010077,6,0,15,0,3,18,0,69
854,ENSG00000104365-ENSMUSG00000031537-ENSCAFG00000005526,41,0,1,0,3,2,0,130
874,ENSG00000110841-ENSMUSG00000016487-ENSCAFG00000010994,57,0,3,0,0,0,1,178
911,ENSG00000145016-ENSMUSG00000035629-ENSCAFG00000012767,40,0,3,0,0,0,5,131
924,ENSG00000176771-ENSMUSG00000049690-ENSCAFG00000005003,24,0,12,0,0,10,2,108
939,ENSG00000136244-ENSMUSG00000025746-ENSCAFG00000002733,0,0,10,0,2,12,0,34
950,ENSG00000068438-ENSMUSG00000031171-ENSCAFG00000015339,22,0,2,0,0,1,0,71
963,ENSG00000113108-ENSMUSG00000006050-ENSCAFG00000005825,26,0,1,0,0,10,0,90
969,ENSG00000108604-ENSMUSG00000078619-ENSCAFG00000012708,26,0,1,0,2,1,0,83
1010,ENSG00000102081-ENSMUSG00000000838-ENSCAFG00000019085,36,0,1,0,0,0,0,110
1021,ENSG00000141934-ENSMUSG00000052151-ENSCAFG00000019734,12,0,1,0,2,1,0,41
1036,ENSG00000147231-ENSMUSG00000042498-ENSCAFG00000017914,0,0,29,0,0,29,0,87
1037,ENSG00000107771-ENSMUSG00000058690-ENSCAFG00000015946,23,0,4,0,1,0,0,78
1041,ENSG00000061987-ENSMUSG00000034602-ENSCAFG00000000333,72,0,1,0,2,1,1,222
1043,ENSG00000144290-ENSMUSG00000026904-ENSCAFG00000010242,54,0,2,0,0,0,0,166
1051,ENSG00000160712-ENSMUSG00000027947-ENSCAFG00000017184,0,0,21,0,2,21,0,65
1052,ENSG00000050405-ENSMUSG00000023022-ENSCAFG00000008230,21,0,1,0,1,0,1,67
1062,ENSG00000137804-ENSMUSG00000027306-ENSCAFG00000009538,0,0,25,0,0,22,0,72
1086,ENSG00000144554-ENSMUSG00000034023-ENSCAFG00000005182,0,0,86,0,2,86,5,265
1096,ENSG00000073464-ENSMUSG00000000605-ENSCAFG00000011537,26,0,1,0,0,0,0,80
1102,ENSG00000141052-ENSMUSG00000020542-ENSCAFG00000017863,28,0,1,0,0,0,3,89
1119,ENSG00000118194-ENSMUSG00000026414-ENSCAFG00000010798,0,0,28,0,6,32,8,102
1128,ENSG00000128595-ENSMUSG00000029767-ENSCAFG00000001640,14,0,1,0,3,0,0,47
1136,ENSG00000156011-ENSMUSG00000030465-ENSCAFG00000005301,16,0,12,0,8,20,8,108
1137,ENSG00000145194-ENSMUSG00000022842-ENSCAFG00000012533,38,0,6,0,1,0,0,127
1141,ENSG00000155256-ENSMUSG00000018820-ENSCAFG00000009246,24,0,1,0,2,0,6,82
1142,ENSG00000160183-ENSMUSG00000024034-ENSCAFG00000010372,27,0,1,0,1,0,0,84
1147,ENSG00000115602-ENSMUSG00000026069-ENSCAFG00000002142,18,0,2,0,2,3,1,64
1148,ENSG00000089685-ENSMUSG00000017716-ENSCAFG00000005302,7,0,2,0,2,2,0,29
1165,ENSG00000131095-ENSMUSG00000020932-ENSCAFG00000013973,20,0,1,0,0,0,0,62
1166,ENSG00000198947-ENSMUSG00000045103-ENSCAFG00000023562,165,0,1,0,0,0,0,497
1167,ENSG00000163795-ENSMUSG00000043059-ENSCAFG00000004909,8,0,1,0,0,1,0,27
1175,ENSG00000131626-ENSMUSG00000037519-ENSCAFG00000010544,60,0,1,0,0,0,3,185
1210,ENSG00000011451-ENSMUSG00000024050-ENSCAFG00000016006,18,0,4,0,0,1,0,63
1211,ENSG00000103126-ENSMUSG00000024182-ENSCAFG00000019684,19,0,1,0,0,1,0,60
1224,ENSG00000168066-ENSMUSG00000024949-ENSCAFG00000014239,32,0,1,0,0,0,0,98
1230,ENSG00000124678-ENSMUSG00000062859-ENSCAFG00000001287,0,0,18,0,7,19,0,62
1237,ENSG00000152413-ENSMUSG00000007617-ENSCAFG00000009074,19,0,1,0,0,6,0,65
1243,ENSG00000137100-ENSMUSG00000028447-ENSCAFG00000001937,14,0,3,0,0,1,0,49
1248,ENSG00000142945-ENSMUSG00000028678-ENSCAFG00000004770,0,0,40,0,4,42,0,126
1253,ENSG00000170162-ENSMUSG00000049641-ENSCAFG00000000920,0,0,9,0,0,7,2,27
1274,ENSG00000078304-ENSMUSG00000017843-ENSCAFG00000017948,28,0,1,0,8,0,0,94
1275,ENSG00000126217-ENSMUSG00000031442-ENSCAFG00000006240,62,0,4,0,2,9,1,206
1287,ENSG00000168386-ENSMUSG00000043336-ENSCAFG00000009242,9,0,6,0,0,0,0,39
1296,ENSG00000130595-ENSMUSG00000061723-ENSCAFG00000010081,32,0,3,0,2,4,0,108
1330,ENSG00000165309-ENSMUSG00000037683-ENSCAFG00000004210,37,0,2,0,2,2,0,119
1332,ENSG00000011304-ENSMUSG00000006498-ENSCAFG00000019693,0,0,31,0,0,29,0,91
1336,ENSG00000137098-ENSMUSG00000066196-ENSCAFG00000029463,0,0,14,0,4,15,2,49
1345,ENSG00000143374-ENSMUSG00000028107-ENSCAFG00000011941,0,0,36,0,0,37,0,109
1353,ENSG00000161649-ENSMUSG00000017309-ENSCAFG00000014429,14,0,3,0,4,3,4,59
1362,ENSG00000063854-ENSMUSG00000024158-ENSCAFG00000019490,19,0,1,0,0,0,1,60
1380,ENSG00000196632-ENSMUSG00000041245-ENSCAFG00000016427,0,0,44,0,3,45,44,180
1399,ENSG00000104953-ENSMUSG00000034758-ENSCAFG00000019300,0,0,12,0,22,27,0,73
1403,ENSG00000160710-ENSMUSG00000027951-ENSCAFG00000017169,27,0,1,0,3,5,0,91
1410,ENSG00000131504-ENSMUSG00000024456-ENSCAFG00000006149,57,0,1,0,0,0,0,173
1421,ENSG00000111335-ENSMUSG00000032690-ENSCAFG00000023107,0,0,22,0,2,24,1,71
1476,ENSG00000073711-ENSMUSG00000043154-ENSCAFG00000007061,28,0,1,0,0,0,0,86
1482,ENSG00000100523-ENSMUSG00000037697-ENSCAFG00000014871,30,0,1,0,0,0,0,92
1484,ENSG00000166387-ENSMUSG00000036528-ENSCAFG00000006757,52,0,1,0,4,1,0,163
1511,ENSG00000114127-ENSMUSG00000032410-ENSCAFG00000007783,84,0,3,0,1,1,0,260
1533,ENSG00000162946-ENSMUSG00000043051-ENSCAFG00000011736,0,0,24,0,15,26,0,89
1538,ENSG00000128578-ENSMUSG00000039629-ENSCAFG00000001515,43,0,1,0,0,0,0,131
1562,ENSG00000196535-ENSMUSG00000000631-ENSCAFG00000018868,0,0,88,0,0,88,0,264
1568,ENSG00000065989-ENSMUSG00000032177-ENSCAFG00000017790,34,0,4,0,3,0,0,113
1572,ENSG00000118257-ENSMUSG00000025969-ENSCAFG00000013191,37,0,1,0,0,0,0,113
1579,ENSG00000161082-ENSMUSG00000034818-ENSCAFG00000019263,26,0,3,0,1,0,1,86
1595,ENSG00000123901-ENSMUSG00000031932-ENSCAFG00000031257,7,0,1,0,0,1,0,24
1600,ENSG00000115762-ENSMUSG00000026123-ENSCAFG00000004224,14,0,1,0,4,1,0,49
1621,ENSG00000006837-ENSMUSG00000020389-ENSCAFG00000001010,25,0,3,0,0,8,15,104
1646,ENSG00000079335-ENSMUSG00000033502-ENSCAFG00000020007,34,0,1,0,0,0,0,104
