triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
292,ENSG00000099783-ENSMUSG00000059208-ENSCAFG00000018524,34,0,0,0,0,0,2,104
302,ENSG00000157782-ENSMUSG00000029544-ENSCAFG00000010401,14,0,0,2,0,0,4,50
365,ENSG00000141376-ENSMUSG00000059439-ENSCAFG00000017748,0,0,0,53,0,0,52,158
375,ENSG00000167258-ENSMUSG00000003119-ENSCAFG00000016411,30,0,0,0,0,0,5,95
431,ENSG00000116299-ENSMUSG00000040412-ENSCAFG00000019851,46,0,3,0,0,0,1,145
448,ENSG00000055118-ENSMUSG00000038319-ENSCAFG00000025442,22,0,0,10,0,0,16,102
454,ENSG00000166405-ENSMUSG00000048330-ENSCAFG00000006903,11,0,0,2,0,0,1,38
456,ENSG00000138030-ENSMUSG00000029162-ENSCAFG00000004673,0,0,0,18,0,0,22,58
460,ENSG00000174516-ENSMUSG00000024901-ENSCAFG00000012682,14,0,2,0,0,0,7,53
476,ENSG00000114416-ENSMUSG00000027680-ENSCAFG00000011582,34,0,0,4,0,0,1,111
484,ENSG00000080493-ENSMUSG00000060961-ENSCAFG00000002939,50,0,0,3,0,0,1,157
489,ENSG00000008294-ENSMUSG00000020859-ENSCAFG00000017265,68,0,0,2,0,0,5,213
517,ENSG00000184271-ENSMUSG00000009739-ENSCAFG00000007790,10,0,0,13,0,0,3,59
524,ENSG00000106278-ENSMUSG00000068748-ENSCAFG00000003510,0,0,0,61,0,0,26,148
525,ENSG00000198467-ENSMUSG00000028464-ENSCAFG00000002086,18,0,0,4,0,0,1,63
536,ENSG00000187391-ENSMUSG00000040003-ENSCAFG00000004366,0,0,0,48,0,0,42,138
537,ENSG00000099385-ENSMUSG00000030814-ENSCAFG00000016715,13,0,0,1,0,0,1,42
544,ENSG00000112855-ENSMUSG00000019143-ENSCAFG00000005905,26,0,0,0,0,0,1,79
552,ENSG00000103429-ENSMUSG00000022684-ENSCAFG00000018791,14,0,0,0,0,0,3,45
553,ENSG00000165731-ENSMUSG00000030110-ENSCAFG00000007076,41,0,0,0,0,0,4,127
562,ENSG00000198055-ENSMUSG00000074886-ENSCAFG00000016388,33,0,0,3,0,0,5,110
572,ENSG00000154153-ENSMUSG00000022270-ENSCAFG00000019100,13,0,0,7,0,0,1,54
573,ENSG00000163618-ENSMUSG00000054423-ENSCAFG00000007072,0,0,0,65,0,0,60,190
575,ENSG00000001617-ENSMUSG00000034684-ENSCAFG00000010804,37,0,0,0,0,0,1,112
577,ENSG00000159842-ENSMUSG00000017631-ENSCAFG00000019060,52,1,0,1,0,0,1,161
595,ENSG00000126858-ENSMUSG00000017686-ENSCAFG00000018443,43,3,0,0,0,0,1,136
597,ENSG00000066248-ENSMUSG00000026259-ENSCAFG00000011587,27,0,0,3,0,0,1,88
598,ENSG00000141551-ENSMUSG00000025162-ENSCAFG00000006059,0,0,0,20,0,0,16,56
601,ENSG00000187164-ENSMUSG00000041362-ENSCAFG00000011908,30,0,0,8,0,0,9,115
604,ENSG00000134900-ENSMUSG00000041763-ENSCAFG00000005950,60,0,0,0,0,0,1,181
612,ENSG00000144744-ENSMUSG00000030061-ENSCAFG00000006548,36,0,0,0,0,0,2,110
633,ENSG00000166887-ENSMUSG00000027291-ENSCAFG00000010031,52,0,0,0,0,0,1,157
664,ENSG00000145087-ENSMUSG00000022829-ENSCAFG00000011430,54,0,0,0,0,0,1,163
665,ENSG00000204843-ENSMUSG00000031865-ENSCAFG00000008608,66,0,0,0,0,0,3,201
675,ENSG00000166881-ENSMUSG00000040195-ENSCAFG00000000159,16,0,0,4,0,0,2,58
681,ENSG00000125744-ENSMUSG00000030401-ENSCAFG00000004439,21,0,0,2,0,0,1,68
702,ENSG00000145888-ENSMUSG00000000263-ENSCAFG00000017827,17,0,0,2,0,0,1,56
722,ENSG00000132780-ENSMUSG00000028693-ENSCAFG00000004517,30,0,0,0,0,0,4,94
730,ENSG00000127152-ENSMUSG00000048251-ENSCAFG00000017809,8,0,0,0,0,0,3,27
745,ENSG00000111785-ENSMUSG00000035620-ENSCAFG00000001805,21,0,2,1,0,0,1,70
749,ENSG00000101811-ENSMUSG00000031256-ENSCAFG00000017551,25,1,0,4,0,0,1,86
758,ENSG00000100567-ENSMUSG00000060073-ENSCAFG00000015287,24,0,0,0,0,0,1,73
772,ENSG00000136238-ENSMUSG00000001847-ENSCAFG00000015716,13,0,0,1,0,0,2,43
775,ENSG00000130755-ENSMUSG00000060791-ENSCAFG00000028607,0,0,0,17,0,0,8,42
781,ENSG00000097007-ENSMUSG00000026842-ENSCAFG00000019938,24,0,0,0,0,0,1,73
789,ENSG00000163785-ENSMUSG00000032547-ENSCAFG00000006715,0,0,0,31,0,0,30,92
790,ENSG00000132639-ENSMUSG00000027273-ENSCAFG00000005662,16,0,0,0,0,0,1,49
798,ENSG00000135506-ENSMUSG00000040462-ENSCAFG00000000259,32,0,1,0,0,0,3,101
823,ENSG00000117598-ENSMUSG00000033342-ENSCAFG00000020057,0,0,0,13,0,0,10,36
838,ENSG00000140416-ENSMUSG00000032366-ENSCAFG00000016966,27,0,0,4,0,0,3,92
855,ENSG00000033627-ENSMUSG00000019302-ENSCAFG00000015017,43,0,0,0,0,0,3,132
859,ENSG00000058866-ENSMUSG00000022861-ENSCAFG00000013503,48,0,0,0,0,0,11,155
863,ENSG00000133083-ENSMUSG00000027797-ENSCAFG00000006231,39,0,0,1,0,0,1,120
874,ENSG00000110841-ENSMUSG00000016487-ENSCAFG00000010994,57,0,3,0,0,0,1,178
887,ENSG00000130294-ENSMUSG00000014602-ENSCAFG00000012713,100,0,0,0,0,0,4,304
898,ENSG00000008277-ENSMUSG00000040537-ENSCAFG00000001852,0,0,0,67,0,0,64,198
911,ENSG00000145016-ENSMUSG00000035629-ENSCAFG00000012767,40,0,3,0,0,0,5,131
965,ENSG00000147041-ENSMUSG00000054453-ENSCAFG00000013969,0,0,0,34,0,0,34,102
988,ENSG00000102878-ENSMUSG00000033249-ENSCAFG00000020379,0,0,0,29,0,0,28,86
998,ENSG00000139219-ENSMUSG00000022483-ENSCAFG00000009059,24,0,0,85,0,0,85,327
999,ENSG00000189056-ENSMUSG00000042453-ENSCAFG00000025345,0,0,0,130,0,0,128,388
1001,ENSG00000168763-ENSMUSG00000001138-ENSCAFG00000023414,0,0,0,18,0,0,18,54
1015,ENSG00000133627-ENSMUSG00000056367-ENSCAFG00000004971,25,0,0,0,0,0,1,76
1029,ENSG00000067177-ENSMUSG00000034055-ENSCAFG00000017179,66,0,0,0,0,0,1,199
1054,ENSG00000173511-ENSMUSG00000024962-ENSCAFG00000014577,12,0,0,4,0,0,1,45
1061,ENSG00000102466-ENSMUSG00000025551-ENSCAFG00000005926,0,0,0,12,0,0,8,32
1092,ENSG00000148660-ENSMUSG00000021820-ENSCAFG00000015161,44,0,0,0,0,0,9,141
1102,ENSG00000141052-ENSMUSG00000020542-ENSCAFG00000017863,28,0,1,0,0,0,3,89
1109,ENSG00000139613-ENSMUSG00000025369-ENSCAFG00000000109,0,0,0,60,0,0,56,176
1120,ENSG00000172292-ENSMUSG00000027035-ENSCAFG00000011826,19,0,0,3,0,0,1,64
1143,ENSG00000072110-ENSMUSG00000015143-ENSCAFG00000016534,44,0,0,0,0,0,1,133
1162,ENSG00000156931-ENSMUSG00000033653-ENSCAFG00000013170,94,0,0,0,0,0,6,288
1175,ENSG00000131626-ENSMUSG00000037519-ENSCAFG00000010544,60,0,1,0,0,0,3,185
1178,ENSG00000082701-ENSMUSG00000022812-ENSCAFG00000011122,24,0,0,0,0,0,1,73
1181,ENSG00000111450-ENSMUSG00000029428-ENSCAFG00000006694,0,0,0,22,0,0,20,64
1199,ENSG00000113851-ENSMUSG00000005362-ENSCAFG00000029831,0,0,0,23,0,0,4,50
1201,ENSG00000060656-ENSMUSG00000028909-ENSCAFG00000011524,66,0,0,0,0,0,1,199
1203,ENSG00000078140-ENSMUSG00000029203-ENSCAFG00000015961,14,0,0,0,0,0,1,43
1214,ENSG00000124406-ENSMUSG00000037685-ENSCAFG00000001816,77,0,0,0,0,0,1,232
1216,ENSG00000118507-ENSMUSG00000039166-ENSCAFG00000001147,18,0,0,3,0,0,4,64
1221,ENSG00000156675-ENSMUSG00000031488-ENSCAFG00000006176,12,0,0,0,0,0,19,55
1225,ENSG00000143776-ENSMUSG00000026490-ENSCAFG00000015982,78,0,0,0,0,0,1,235
1238,ENSG00000103942-ENSMUSG00000025813-ENSCAFG00000013174,20,0,0,0,0,0,4,64
1246,ENSG00000118965-ENSMUSG00000066643-ENSCAFG00000003791,56,0,0,0,0,0,4,172
1251,ENSG00000133110-ENSMUSG00000027750-ENSCAFG00000006073,46,0,0,0,0,0,1,139
1258,ENSG00000154380-ENSMUSG00000022995-ENSCAFG00000016185,0,0,0,35,0,0,28,98
1269,ENSG00000156304-ENSMUSG00000022983-ENSCAFG00000008863,0,0,0,42,0,0,40,124
1278,ENSG00000173744-ENSMUSG00000026159-ENSCAFG00000010465,0,0,0,31,0,0,30,92
1280,ENSG00000161791-ENSMUSG00000023008-ENSCAFG00000008465,53,0,0,1,0,0,1,162
1288,ENSG00000127838-ENSMUSG00000026179-ENSCAFG00000014632,21,0,0,3,0,0,1,70
1314,ENSG00000063015-ENSMUSG00000000632-ENSCAFG00000018854,34,0,0,3,0,0,1,109
1333,ENSG00000134755-ENSMUSG00000024331-ENSCAFG00000018085,34,0,0,0,0,0,2,104
1335,ENSG00000122884-ENSMUSG00000019916-ENSCAFG00000014573,30,0,0,0,0,0,1,91
1338,ENSG00000007402-ENSMUSG00000010066-ENSCAFG00000010431,0,0,0,81,0,0,76,238
1341,ENSG00000156983-ENSMUSG00000001632-ENSCAFG00000005408,25,0,0,3,0,0,1,82
1352,ENSG00000105520-ENSMUSG00000040563-ENSCAFG00000017423,19,0,0,0,0,0,3,60
1354,ENSG00000100105-ENSMUSG00000020453-ENSCAFG00000013087,13,0,0,1,0,0,1,42
1358,ENSG00000157388-ENSMUSG00000015968-ENSCAFG00000008525,100,0,0,2,0,0,1,305
1361,ENSG00000130940-ENSMUSG00000028977-ENSCAFG00000016771,0,0,0,37,0,0,28,102
1362,ENSG00000063854-ENSMUSG00000024158-ENSCAFG00000019490,19,0,1,0,0,0,1,60
1373,ENSG00000101079-ENSMUSG00000027634-ENSCAFG00000008593,32,0,0,0,0,0,2,98
1389,ENSG00000132535-ENSMUSG00000020886-ENSCAFG00000015995,0,0,0,47,0,0,20,114
1412,ENSG00000124942-ENSMUSG00000069833-ENSCAFG00000032525,5,0,0,5,0,0,1,26
1428,ENSG00000179520-ENSMUSG00000019935-ENSCAFG00000006786,0,0,0,25,0,0,26,76
1435,ENSG00000117751-ENSMUSG00000028882-ENSCAFG00000012023,17,0,0,0,0,0,19,70
1440,ENSG00000075142-ENSMUSG00000003161-ENSCAFG00000001855,16,0,0,3,0,0,5,59
1445,ENSG00000091409-ENSMUSG00000027111-ENSCAFG00000013006,54,0,0,1,0,0,1,165
1457,ENSG00000106682-ENSMUSG00000040731-ENSCAFG00000012019,0,0,0,14,0,0,18,46
1461,ENSG00000168488-ENSMUSG00000032637-ENSCAFG00000017174,52,2,0,1,0,0,1,163
1470,ENSG00000197905-ENSMUSG00000030353-ENSCAFG00000015522,16,0,0,0,0,0,7,55
1475,ENSG00000127980-ENSMUSG00000005907-ENSCAFG00000001977,48,0,0,0,0,0,12,156
1483,ENSG00000028277-ENSMUSG00000008496-ENSCAFG00000004911,31,0,0,5,0,0,1,104
1489,ENSG00000159640-ENSMUSG00000020681-ENSCAFG00000012998,0,0,0,52,0,0,52,156
1514,ENSG00000029725-ENSMUSG00000020817-ENSCAFG00000015589,0,0,0,37,0,0,34,108
1517,ENSG00000101557-ENSMUSG00000047879-ENSCAFG00000018309,32,0,0,0,0,0,1,97
1530,ENSG00000145147-ENSMUSG00000031558-ENSCAFG00000016608,79,0,0,0,0,0,1,238
1540,ENSG00000165782-ENSMUSG00000035953-ENSCAFG00000005416,0,0,0,16,0,0,16,48
1566,ENSG00000116604-ENSMUSG00000001419-ENSCAFG00000016806,22,0,0,3,0,0,3,75
1577,ENSG00000101605-ENSMUSG00000024049-ENSCAFG00000018478,74,0,0,0,0,0,4,226
1580,ENSG00000144283-ENSMUSG00000026991-ENSCAFG00000009361,43,0,0,0,0,0,1,130
1582,ENSG00000197183-ENSMUSG00000061411-ENSCAFG00000007232,22,0,0,1,0,0,1,69
1583,ENSG00000161011-ENSMUSG00000015837-ENSCAFG00000000360,13,0,0,5,0,0,1,50
1593,ENSG00000140632-ENSMUSG00000022536-ENSCAFG00000019152,33,0,0,0,0,0,1,100
1635,ENSG00000163755-ENSMUSG00000027615-ENSCAFG00000008312,35,0,0,0,0,0,3,108
