triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
754,ENSG00000134644-ENSMUSG00000028580-ENSCAFG00000011205,45,0,0,0,0,0,0,135
755,ENSG00000149182-ENSMUSG00000027255-ENSCAFG00000008903,34,0,0,0,0,0,0,102
769,ENSG00000135636-ENSMUSG00000033788-ENSCAFG00000009033,116,0,0,0,0,0,0,348
801,ENSG00000138660-ENSMUSG00000074238-ENSCAFG00000011643,20,0,0,0,0,0,0,60
820,ENSG00000179950-ENSMUSG00000002524-ENSCAFG00000001400,25,0,0,0,0,0,0,75
830,ENSG00000147044-ENSMUSG00000031012-ENSCAFG00000014358,55,0,0,0,0,0,0,165
886,ENSG00000175416-ENSMUSG00000047547-ENSCAFG00000016689,12,0,0,0,0,0,0,36
891,ENSG00000087087-ENSMUSG00000037364-ENSCAFG00000023538,41,0,0,0,0,0,0,123
894,ENSG00000065613-ENSMUSG00000025060-ENSCAFG00000010516,38,0,0,0,0,0,0,114
917,ENSG00000125740-ENSMUSG00000003545-ENSCAFG00000004443,11,0,0,0,0,0,0,33
921,ENSG00000164970-ENSMUSG00000028439-ENSCAFG00000001919,14,0,0,0,0,0,0,42
926,ENSG00000117362-ENSMUSG00000015750-ENSCAFG00000011777,16,0,0,0,0,0,0,48
957,ENSG00000169744-ENSMUSG00000039706-ENSCAFG00000015135,22,0,0,0,0,0,0,66
958,ENSG00000136574-ENSMUSG00000021944-ENSCAFG00000029087,14,0,0,0,0,0,0,42
961,ENSG00000011347-ENSMUSG00000024743-ENSCAFG00000016121,26,0,0,0,0,0,0,78
968,ENSG00000135333-ENSMUSG00000028289-ENSCAFG00000003332,38,0,0,0,0,0,0,114
974,ENSG00000147955-ENSMUSG00000036078-ENSCAFG00000030020,8,0,0,0,0,0,0,24
976,ENSG00000163950-ENSMUSG00000004642-ENSCAFG00000015016,16,0,0,0,0,0,0,48
979,ENSG00000170017-ENSMUSG00000022636-ENSCAFG00000009721,30,0,0,0,0,0,0,90
984,ENSG00000136504-ENSMUSG00000038909-ENSCAFG00000016955,30,0,0,0,0,0,0,90
995,ENSG00000171723-ENSMUSG00000047454-ENSCAFG00000016305,51,0,0,0,0,0,0,153
1012,ENSG00000182985-ENSMUSG00000032076-ENSCAFG00000013482,27,0,0,0,0,0,0,81
1026,ENSG00000131437-ENSMUSG00000018395-ENSCAFG00000000898,39,0,0,0,0,0,0,117
1042,ENSG00000196511-ENSMUSG00000029735-ENSCAFG00000025529,16,0,0,0,0,0,0,48
1059,ENSG00000107758-ENSMUSG00000021816-ENSCAFG00000014818,29,0,0,0,0,0,0,87
1083,ENSG00000138814-ENSMUSG00000028161-ENSCAFG00000010644,28,0,0,0,0,0,0,84
1099,ENSG00000117569-ENSMUSG00000028134-ENSCAFG00000020080,30,0,0,0,0,0,0,90
1113,ENSG00000151136-ENSMUSG00000020042-ENSCAFG00000001793,36,0,0,0,0,0,0,108
1144,ENSG00000132002-ENSMUSG00000005483-ENSCAFG00000016286,7,0,0,0,0,0,0,21
1152,ENSG00000169242-ENSMUSG00000027954-ENSCAFG00000017069,11,0,0,0,0,0,0,33
1154,ENSG00000254087-ENSMUSG00000042228-ENSCAFG00000007034,25,0,0,0,0,0,0,75
1160,ENSG00000115593-ENSMUSG00000055027-ENSCAFG00000007437,20,0,0,0,0,0,0,60
1169,ENSG00000143924-ENSMUSG00000032624-ENSCAFG00000006510,48,0,0,0,0,0,0,144
1170,ENSG00000100796-ENSMUSG00000041846-ENSCAFG00000017570,31,0,0,0,0,0,0,93
1180,ENSG00000096746-ENSMUSG00000020069-ENSCAFG00000013619,19,0,0,0,0,0,0,57
1189,ENSG00000151962-ENSMUSG00000033882-ENSCAFG00000008473,12,0,0,0,0,0,0,36
1193,ENSG00000140455-ENSMUSG00000032376-ENSCAFG00000016993,30,0,0,0,0,0,0,90
1223,ENSG00000160917-ENSMUSG00000029625-ENSCAFG00000015036,19,0,0,0,0,0,0,57
1226,ENSG00000130202-ENSMUSG00000062300-ENSCAFG00000004626,20,0,0,0,0,0,0,60
1272,ENSG00000111790-ENSMUSG00000040242-ENSCAFG00000011221,13,0,0,0,0,0,0,39
1285,ENSG00000166167-ENSMUSG00000025217-ENSCAFG00000009879,28,0,0,0,0,0,0,84
1286,ENSG00000143365-ENSMUSG00000028150-ENSCAFG00000012884,24,0,0,0,0,0,0,72
1297,ENSG00000166886-ENSMUSG00000025402-ENSCAFG00000000160,14,0,0,0,0,0,0,42
1301,ENSG00000126457-ENSMUSG00000109324-ENSCAFG00000003589,24,0,0,0,0,0,0,72
1312,ENSG00000092439-ENSMUSG00000027365-ENSCAFG00000015230,79,0,0,0,0,0,0,237
1319,ENSG00000070808-ENSMUSG00000024617-ENSCAFG00000018163,39,0,0,0,0,0,0,117
1323,ENSG00000171603-ENSMUSG00000039953-ENSCAFG00000019740,38,0,0,0,0,0,0,114
1346,ENSG00000170248-ENSMUSG00000032504-ENSCAFG00000004721,37,0,0,0,0,0,0,111
1347,ENSG00000147852-ENSMUSG00000024924-ENSCAFG00000002028,38,0,0,0,0,0,0,114
1372,ENSG00000185697-ENSMUSG00000025912-ENSCAFG00000007344,32,0,0,0,0,0,0,96
1379,ENSG00000090372-ENSMUSG00000030374-ENSCAFG00000004226,35,0,0,0,0,0,0,105
1382,ENSG00000138073-ENSMUSG00000045302-ENSCAFG00000004688,19,0,0,0,0,0,0,57
1386,ENSG00000085978-ENSMUSG00000026289-ENSCAFG00000011752,38,0,0,0,0,0,0,114
1393,ENSG00000129159-ENSMUSG00000058975-ENSCAFG00000009072,9,0,0,0,0,0,0,27
1398,ENSG00000161533-ENSMUSG00000020777-ENSCAFG00000004989,30,0,0,0,0,0,0,90
1402,ENSG00000011275-ENSMUSG00000045078-ENSCAFG00000015990,33,0,0,0,0,0,0,99
1404,ENSG00000073282-ENSMUSG00000022510-ENSCAFG00000013961,34,0,0,0,0,0,0,102
1409,ENSG00000166200-ENSMUSG00000027206-ENSCAFG00000014850,27,0,0,0,0,0,0,81
1437,ENSG00000164176-ENSMUSG00000034488-ENSCAFG00000008467,22,0,0,0,0,0,0,66
1441,ENSG00000105991-ENSMUSG00000029844-ENSCAFG00000002936,7,0,0,0,0,0,0,21
1443,ENSG00000136404-ENSMUSG00000038623-ENSCAFG00000013196,22,0,0,0,0,0,0,66
1444,ENSG00000120156-ENSMUSG00000006386-ENSCAFG00000001713,47,0,0,0,0,0,0,141
1458,ENSG00000109943-ENSMUSG00000032021-ENSCAFG00000011705,22,0,0,0,0,0,0,66
1464,ENSG00000176444-ENSMUSG00000068917-ENSCAFG00000016969,26,0,0,0,0,0,0,78
1468,ENSG00000143952-ENSMUSG00000020128-ENSCAFG00000003153,45,0,0,0,0,0,0,135
1473,ENSG00000110429-ENSMUSG00000027180-ENSCAFG00000007148,23,0,0,0,0,0,0,69
1490,ENSG00000127837-ENSMUSG00000006299-ENSCAFG00000014625,23,0,0,0,0,0,0,69
1499,ENSG00000135316-ENSMUSG00000032423-ENSCAFG00000003024,25,0,0,0,0,0,0,75
1502,ENSG00000165192-ENSMUSG00000031382-ENSCAFG00000011921,17,0,0,0,0,0,0,51
1509,ENSG00000120802-ENSMUSG00000019961-ENSCAFG00000006529,20,0,0,0,0,0,0,60
1523,ENSG00000138675-ENSMUSG00000029337-ENSCAFG00000008886,7,0,0,0,0,0,0,21
1524,ENSG00000092969-ENSMUSG00000039239-ENSCAFG00000010815,16,0,0,0,0,0,0,48
1525,ENSG00000163630-ENSMUSG00000056296-ENSCAFG00000029431,14,0,0,0,0,0,0,42
1536,ENSG00000150471-ENSMUSG00000037605-ENSCAFG00000002364,52,0,0,0,0,0,0,156
1559,ENSG00000116132-ENSMUSG00000026586-ENSCAFG00000015002,11,0,0,0,0,0,0,33
1563,ENSG00000008056-ENSMUSG00000037217-ENSCAFG00000015146,28,0,0,0,0,0,0,84
1570,ENSG00000143545-ENSMUSG00000027935-ENSCAFG00000017389,17,0,0,0,0,0,0,51
1571,ENSG00000186591-ENSMUSG00000039159-ENSCAFG00000001505,14,0,0,0,0,0,0,42
1605,ENSG00000171055-ENSMUSG00000056121-ENSCAFG00000005904,18,0,0,0,0,0,0,54
1611,ENSG00000135018-ENSMUSG00000005312-ENSCAFG00000001435,22,0,0,0,0,0,0,66
1616,ENSG00000141380-ENSMUSG00000037013-ENSCAFG00000018147,23,0,0,0,0,0,0,69
1629,ENSG00000165061-ENSMUSG00000037492-ENSCAFG00000005744,13,0,0,0,0,0,0,39
1630,ENSG00000063244-ENSMUSG00000030435-ENSCAFG00000002551,25,0,0,0,0,0,0,75
