triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
858,ENSG00000090686-ENSMUSG00000043411-ENSCAFG00000014825,55,0,0,0,0,4,0,169
950,ENSG00000068438-ENSMUSG00000031171-ENSCAFG00000015339,22,0,2,0,0,1,0,71
953,ENSG00000239264-ENSMUSG00000038991-ENSCAFG00000009582,18,0,0,3,0,2,0,62
960,ENSG00000134198-ENSMUSG00000027858-ENSCAFG00000009732,16,0,0,0,0,2,0,50
963,ENSG00000113108-ENSMUSG00000006050-ENSCAFG00000005825,26,0,1,0,0,10,0,90
971,ENSG00000198003-ENSMUSG00000039632-ENSCAFG00000017400,26,1,0,0,0,1,0,81
1036,ENSG00000147231-ENSMUSG00000042498-ENSCAFG00000017914,0,0,29,0,0,29,0,87
1046,ENSG00000196843-ENSMUSG00000037447-ENSCAFG00000006546,16,0,0,0,0,3,0,51
1062,ENSG00000137804-ENSMUSG00000027306-ENSCAFG00000009538,0,0,25,0,0,22,0,72
1065,ENSG00000036549-ENSMUSG00000039068-ENSCAFG00000020376,21,0,1,2,0,2,0,71
1117,ENSG00000150281-ENSMUSG00000042340-ENSCAFG00000016723,7,0,0,0,0,2,0,23
1167,ENSG00000163795-ENSMUSG00000043059-ENSCAFG00000004909,8,0,1,0,0,1,0,27
1177,ENSG00000136848-ENSMUSG00000026883-ENSCAFG00000020290,40,0,0,0,0,3,0,123
1209,ENSG00000151233-ENSMUSG00000036197-ENSCAFG00000009790,14,0,0,3,0,2,0,50
1210,ENSG00000011451-ENSMUSG00000024050-ENSCAFG00000016006,18,0,4,0,0,1,0,63
1211,ENSG00000103126-ENSMUSG00000024182-ENSCAFG00000019684,19,0,1,0,0,1,0,60
1231,ENSG00000166589-ENSMUSG00000031881-ENSCAFG00000020397,36,0,0,2,0,2,0,114
1237,ENSG00000152413-ENSMUSG00000007617-ENSCAFG00000009074,19,0,1,0,0,6,0,65
1243,ENSG00000137100-ENSMUSG00000028447-ENSCAFG00000001937,14,0,3,0,0,1,0,49
1245,ENSG00000126106-ENSMUSG00000048772-ENSCAFG00000004791,7,1,0,0,0,2,0,25
1268,ENSG00000008441-ENSMUSG00000001911-ENSCAFG00000017009,23,0,0,2,0,1,0,74
1271,ENSG00000187735-ENSMUSG00000033813-ENSCAFG00000006970,20,0,0,0,0,2,0,62
1279,ENSG00000014257-ENSMUSG00000032561-ENSCAFG00000006237,23,0,0,0,0,2,0,71
1332,ENSG00000011304-ENSMUSG00000006498-ENSCAFG00000019693,0,0,31,0,0,29,0,91
1337,ENSG00000142459-ENSMUSG00000011832-ENSCAFG00000018316,38,1,0,0,0,2,0,118
1340,ENSG00000149600-ENSMUSG00000056941-ENSCAFG00000030371,19,0,0,0,0,1,0,58
1342,ENSG00000107447-ENSMUSG00000025014-ENSCAFG00000008507,23,0,0,0,0,2,0,71
1345,ENSG00000143374-ENSMUSG00000028107-ENSCAFG00000011941,0,0,36,0,0,37,0,109
1387,ENSG00000086712-ENSMUSG00000038344-ENSCAFG00000012620,18,0,0,3,0,3,0,63
1406,ENSG00000143452-ENSMUSG00000028109-ENSCAFG00000012075,28,0,0,0,0,3,0,87
1425,ENSG00000100505-ENSMUSG00000021071-ENSCAFG00000014603,28,0,0,0,0,4,0,88
1426,ENSG00000135069-ENSMUSG00000024640-ENSCAFG00000001570,18,0,0,1,0,2,0,58
1474,ENSG00000149534-ENSMUSG00000024680-ENSCAFG00000010352,15,0,0,0,0,3,0,48
1507,ENSG00000176406-ENSMUSG00000037386-ENSCAFG00000000670,62,0,0,2,0,5,0,195
1562,ENSG00000196535-ENSMUSG00000000631-ENSCAFG00000018868,0,0,88,0,0,88,0,264
1578,ENSG00000078043-ENSMUSG00000025423-ENSCAFG00000017599,26,0,0,5,0,2,0,90
1595,ENSG00000123901-ENSMUSG00000031932-ENSCAFG00000031257,7,0,1,0,0,1,0,24
1613,ENSG00000130150-ENSMUSG00000061778-ENSCAFG00000011879,32,0,0,0,0,2,0,98
1624,ENSG00000172071-ENSMUSG00000031668-ENSCAFG00000007383,35,0,0,0,0,2,0,107
1628,ENSG00000171777-ENSMUSG00000030589-ENSCAFG00000005909,12,0,0,27,0,1,0,91
