triplet_number,Genes_triplet,clique_number,human_abs_number,mouse_abs_number,dog_abs_number,human_specific_number,mouse_specific_number,dog_specific_number,total
57,ENSG00000029153-ENSMUSG00000040187-ENSCAFG00000011089,0,0,0,0,36,32,30,98
58,ENSG00000151612-ENSMUSG00000071064-ENSCAFG00000007698,29,0,0,0,0,0,4,91
59,ENSG00000118515-ENSMUSG00000019970-ENSCAFG00000000217,32,1,0,2,1,0,1,104
60,ENSG00000128951-ENSMUSG00000027203-ENSCAFG00000014277,12,0,3,0,3,3,0,48
61,ENSG00000134955-ENSMUSG00000032122-ENSCAFG00000010949,0,0,0,37,1,1,36,112
62,ENSG00000163508-ENSMUSG00000032446-ENSCAFG00000005510,17,0,0,0,0,0,1,52
63,ENSG00000149571-ENSMUSG00000032036-ENSCAFG00000010343,32,0,0,4,1,0,0,105
64,ENSG00000164211-ENSMUSG00000024378-ENSCAFG00000030762,0,0,0,0,11,15,12,38
65,ENSG00000176884-ENSMUSG00000026959-ENSCAFG00000019499,34,0,0,11,0,0,28,152
66,ENSG00000137942-ENSMUSG00000039735-ENSCAFG00000020135,35,0,0,0,0,0,0,105
67,ENSG00000164318-ENSMUSG00000042961-ENSCAFG00000018666,47,0,2,0,2,0,0,147
68,ENSG00000163281-ENSMUSG00000029209-ENSCAFG00000001871,13,0,0,0,0,1,0,40
69,ENSG00000062598-ENSMUSG00000017670-ENSCAFG00000010313,43,0,0,0,0,0,0,129
70,ENSG00000181392-ENSMUSG00000019737-ENSCAFG00000006676,0,0,0,16,1,0,16,49
71,ENSG00000166482-ENSMUSG00000042436-ENSCAFG00000030269,12,0,0,0,2,0,0,38
72,ENSG00000129219-ENSMUSG00000020828-ENSCAFG00000015843,18,0,0,32,1,0,29,148
73,ENSG00000104894-ENSMUSG00000030798-ENSCAFG00000003709,20,0,0,0,0,0,0,60
74,ENSG00000106683-ENSMUSG00000029674-ENSCAFG00000012073,32,0,0,1,1,1,0,100
75,ENSG00000093009-ENSMUSG00000000028-ENSCAFG00000014571,36,0,0,0,2,0,4,114
76,ENSG00000138834-ENSMUSG00000024163-ENSCAFG00000019513,54,0,0,16,0,0,0,194
77,ENSG00000087206-ENSMUSG00000025878-ENSCAFG00000016547,0,0,29,0,0,28,0,86
78,ENSG00000054267-ENSMUSG00000039219-ENSCAFG00000011439,46,0,0,0,0,0,0,138
79,ENSG00000142864-ENSMUSG00000036371-ENSCAFG00000018538,18,0,0,0,0,0,0,54
80,ENSG00000107882-ENSMUSG00000025231-ENSCAFG00000010221,23,0,0,2,2,0,1,76
81,ENSG00000112146-ENSMUSG00000001366-ENSCAFG00000002264,27,0,0,0,1,2,0,84
82,ENSG00000090989-ENSMUSG00000036435-ENSCAFG00000002175,38,0,0,0,0,0,7,121
83,ENSG00000165689-ENSMUSG00000026927-ENSCAFG00000019678,20,0,0,0,0,0,11,71
84,ENSG00000148341-ENSMUSG00000026860-ENSCAFG00000020008,26,0,0,0,0,0,0,78
85,ENSG00000078699-ENSMUSG00000038533-ENSCAFG00000007420,23,0,0,0,2,0,0,71
86,ENSG00000139970-ENSMUSG00000021087-ENSCAFG00000015578,14,0,0,6,0,0,8,62
87,ENSG00000115211-ENSMUSG00000029145-ENSCAFG00000004888,27,0,1,0,0,0,0,83
88,ENSG00000196821-ENSMUSG00000056692-ENSCAFG00000001229,11,0,0,0,0,0,0,33
89,ENSG00000152582-ENSMUSG00000072663-ENSCAFG00000018767,0,0,75,0,0,37,3,190
90,ENSG00000125746-ENSMUSG00000040811-ENSCAFG00000004409,38,0,8,0,2,10,5,147
91,ENSG00000133195-ENSMUSG00000041654-ENSCAFG00000031583,0,0,0,19,0,0,8,46
92,ENSG00000137944-ENSMUSG00000040213-ENSCAFG00000020207,27,0,0,0,0,0,0,81
93,ENSG00000134758-ENSMUSG00000024317-ENSCAFG00000018017,12,0,0,3,0,0,0,42
94,ENSG00000138468-ENSMUSG00000052917-ENSCAFG00000029915,0,0,48,0,2,52,0,150
95,ENSG00000075340-ENSMUSG00000030000-ENSCAFG00000003407,28,0,1,0,6,1,0,93
96,ENSG00000116191-ENSMUSG00000026594-ENSCAFG00000013981,38,0,0,0,0,0,0,114
97,ENSG00000097033-ENSMUSG00000037062-ENSCAFG00000020239,17,0,0,8,0,3,0,70
98,ENSG00000147162-ENSMUSG00000034160-ENSCAFG00000017134,45,0,0,0,0,0,0,135
99,ENSG00000181191-ENSMUSG00000034403-ENSCAFG00000030544,5,0,0,0,0,2,0,17
100,ENSG00000132906-ENSMUSG00000028914-ENSCAFG00000016279,17,0,0,1,1,1,3,58
101,ENSG00000168803-ENSMUSG00000027259-ENSCAFG00000012043,18,0,2,0,1,6,1,66
102,ENSG00000067842-ENSMUSG00000031376-ENSCAFG00000019230,43,0,1,0,0,2,0,133
103,ENSG00000140264-ENSMUSG00000074884-ENSCAFG00000000320,9,0,1,0,0,0,0,29
104,ENSG00000162910-ENSMUSG00000036860-ENSCAFG00000001176,0,0,6,0,2,7,0,21
105,ENSG00000088833-ENSMUSG00000027455-ENSCAFG00000006789,20,0,0,0,0,0,2,62
106,ENSG00000122566-ENSMUSG00000004980-ENSCAFG00000002885,23,0,0,0,0,0,0,69
107,ENSG00000146776-ENSMUSG00000020564-ENSCAFG00000004012,18,0,0,10,0,1,0,75
108,ENSG00000077279-ENSMUSG00000031285-ENSCAFG00000018179,14,0,0,0,0,0,3,45
109,ENSG00000137392-ENSMUSG00000024225-ENSCAFG00000001349,6,0,0,0,2,0,0,20
110,ENSG00000166971-ENSMUSG00000031667-ENSCAFG00000009500,19,0,0,0,0,2,0,59
111,ENSG00000128989-ENSMUSG00000007656-ENSCAFG00000032515,7,0,0,0,2,3,0,26
112,ENSG00000080546-ENSMUSG00000038332-ENSCAFG00000003793,23,0,0,0,0,0,0,69
113,ENSG00000049130-ENSMUSG00000019966-ENSCAFG00000006091,18,0,0,0,0,0,0,54
114,ENSG00000157181-ENSMUSG00000006010-ENSCAFG00000013744,26,0,0,0,0,0,2,80
115,ENSG00000124493-ENSMUSG00000063239-ENSCAFG00000001202,18,0,0,2,6,2,6,72
116,ENSG00000166669-ENSMUSG00000039200-ENSCAFG00000018963,21,0,1,0,1,1,22,89
117,ENSG00000148498-ENSMUSG00000025812-ENSCAFG00000003737,48,0,0,10,0,0,0,164
118,ENSG00000142611-ENSMUSG00000039410-ENSCAFG00000019473,30,0,0,9,0,1,0,109
119,ENSG00000010295-ENSMUSG00000038271-ENSCAFG00000015047,22,0,0,0,0,0,0,66
120,ENSG00000185324-ENSMUSG00000033862-ENSCAFG00000019820,27,0,0,0,2,0,0,83
121,ENSG00000158793-ENSMUSG00000013997-ENSCAFG00000012736,14,0,0,3,2,0,1,51
122,ENSG00000183337-ENSMUSG00000040363-ENSCAFG00000014099,29,0,3,0,0,0,4,97
123,ENSG00000159650-ENSMUSG00000034456-ENSCAFG00000003843,40,0,0,0,3,1,0,124
124,ENSG00000105419-ENSMUSG00000041420-ENSCAFG00000004161,0,0,0,25,1,0,22,73
125,ENSG00000124214-ENSMUSG00000039536-ENSCAFG00000011347,25,0,0,0,4,0,8,87
126,ENSG00000147010-ENSMUSG00000040990-ENSCAFG00000013075,40,0,0,0,0,0,0,120
127,ENSG00000137872-ENSMUSG00000027200-ENSCAFG00000013925,41,0,0,0,0,0,0,123
128,ENSG00000006283-ENSMUSG00000020866-ENSCAFG00000017120,84,0,0,0,0,0,1,253
129,ENSG00000167130-ENSMUSG00000026856-ENSCAFG00000020001,17,0,0,0,0,0,0,51
130,ENSG00000031698-ENSMUSG00000068739-ENSCAFG00000019847,24,0,0,0,0,0,0,72
131,ENSG00000146054-ENSMUSG00000040350-ENSCAFG00000028630,15,0,0,0,2,0,3,50
132,ENSG00000001461-ENSMUSG00000028803-ENSCAFG00000012956,22,0,1,0,4,2,0,74
133,ENSG00000087470-ENSMUSG00000022789-ENSCAFG00000010528,43,0,1,0,0,1,1,133
134,ENSG00000125952-ENSMUSG00000059436-ENSCAFG00000016212,14,0,0,0,4,0,0,46
135,ENSG00000148180-ENSMUSG00000026879-ENSCAFG00000003663,0,0,0,37,6,0,36,116
136,ENSG00000157087-ENSMUSG00000030302-ENSCAFG00000005076,48,0,0,0,0,0,1,145
137,ENSG00000109670-ENSMUSG00000028086-ENSCAFG00000008141,25,0,2,0,0,1,0,80
138,ENSG00000151746-ENSMUSG00000003452-ENSCAFG00000010619,14,0,0,9,0,1,0,61
139,ENSG00000173264-ENSMUSG00000024958-ENSCAFG00000014472,14,0,0,1,7,4,0,55
140,ENSG00000026508-ENSMUSG00000005087-ENSCAFG00000006889,24,0,12,0,2,14,8,120
141,ENSG00000172348-ENSMUSG00000039601-ENSCAFG00000002023,9,0,0,1,0,0,2,31
142,ENSG00000013619-ENSMUSG00000059401-ENSCAFG00000019116,8,0,0,2,5,0,0,33
143,ENSG00000149187-ENSMUSG00000005506-ENSCAFG00000008452,28,0,1,1,0,0,0,88
144,ENSG00000135541-ENSMUSG00000019986-ENSCAFG00000000234,0,0,0,0,54,47,48,149
145,ENSG00000158092-ENSMUSG00000032475-ENSCAFG00000007451,8,0,0,0,0,0,0,24
146,ENSG00000173818-ENSMUSG00000039850-ENSCAFG00000005684,0,17,0,0,21,2,1,58
147,ENSG00000179915-ENSMUSG00000024109-ENSCAFG00000030961,17,0,0,32,3,0,0,118
148,ENSG00000103091-ENSMUSG00000031959-ENSCAFG00000020099,55,0,0,0,0,3,0,168
149,ENSG00000179262-ENSMUSG00000003813-ENSCAFG00000017085,19,0,0,0,0,0,0,57
150,ENSG00000203970-ENSMUSG00000067773-ENSCAFG00000023065,3,0,0,2,1,1,1,16
151,ENSG00000111912-ENSMUSG00000039697-ENSCAFG00000001047,35,0,0,0,0,0,3,108
152,ENSG00000163131-ENSMUSG00000038642-ENSCAFG00000012086,0,0,0,0,14,17,16,47
153,ENSG00000197982-ENSMUSG00000078570-ENSCAFG00000028619,7,0,0,0,0,0,0,21
154,ENSG00000159479-ENSMUSG00000006392-ENSCAFG00000005237,10,0,0,5,3,3,9,55
155,ENSG00000271605-ENSMUSG00000040528-ENSCAFG00000011727,0,0,0,0,18,18,16,52
156,ENSG00000072803-ENSMUSG00000020271-ENSCAFG00000016890,27,0,0,0,0,0,1,82
157,ENSG00000075413-ENSMUSG00000007411-ENSCAFG00000018257,37,0,0,0,0,0,3,114
158,ENSG00000155111-ENSMUSG00000038481-ENSCAFG00000003902,24,0,0,3,0,0,0,78
159,ENSG00000180881-ENSMUSG00000035694-ENSCAFG00000000481,0,0,22,0,18,35,13,110
160,ENSG00000112531-ENSMUSG00000062078-ENSCAFG00000000772,14,0,0,8,1,0,0,59
161,ENSG00000142173-ENSMUSG00000020241-ENSCAFG00000029022,0,0,0,55,3,1,48,162
162,ENSG00000148429-ENSMUSG00000039046-ENSCAFG00000004866,32,0,0,0,0,0,0,96
163,ENSG00000165915-ENSMUSG00000002105-ENSCAFG00000008717,20,0,1,0,0,1,3,66
164,ENSG00000143393-ENSMUSG00000038861-ENSCAFG00000012633,26,0,0,0,0,0,1,79
165,ENSG00000088448-ENSMUSG00000031508-ENSCAFG00000006095,13,0,0,0,3,0,0,42
166,ENSG00000196628-ENSMUSG00000053477-ENSCAFG00000000140,0,0,0,44,13,0,39,140
167,ENSG00000100284-ENSMUSG00000042870-ENSCAFG00000001717,30,0,0,0,2,2,0,94
168,ENSG00000167257-ENSMUSG00000042790-ENSCAFG00000013110,29,0,0,0,0,0,1,88
169,ENSG00000185532-ENSMUSG00000052920-ENSCAFG00000031979,0,0,0,38,0,0,30,106
170,ENSG00000123374-ENSMUSG00000025358-ENSCAFG00000000082,16,0,0,0,0,0,0,48
171,ENSG00000142230-ENSMUSG00000052833-ENSCAFG00000004180,19,0,0,0,1,2,0,60
172,ENSG00000050820-ENSMUSG00000031955-ENSCAFG00000020081,16,0,0,0,12,0,9,69
173,ENSG00000170892-ENSMUSG00000035585-ENSCAFG00000002675,0,0,8,0,6,9,1,32
174,ENSG00000105619-ENSMUSG00000006335-ENSCAFG00000002701,14,0,0,0,0,1,0,43
175,ENSG00000099204-ENSMUSG00000025085-ENSCAFG00000011513,57,0,0,0,2,0,0,173
176,ENSG00000100227-ENSMUSG00000041815-ENSCAFG00000000959,18,0,0,0,1,0,0,55
177,ENSG00000120616-ENSMUSG00000024240-ENSCAFG00000004100,30,0,0,4,0,0,1,99
178,ENSG00000108387-ENSMUSG00000020486-ENSCAFG00000017532,29,0,0,2,4,0,5,100
179,ENSG00000061676-ENSMUSG00000027002-ENSCAFG00000014355,62,0,0,3,0,0,0,192
180,ENSG00000183918-ENSMUSG00000005696-ENSCAFG00000029891,8,0,1,0,0,1,0,27
181,ENSG00000005893-ENSMUSG00000016534-ENSCAFG00000018510,20,0,1,1,0,1,1,66
182,ENSG00000127511-ENSMUSG00000031622-ENSCAFG00000015616,38,0,0,0,3,2,7,126
183,ENSG00000069424-ENSMUSG00000028931-ENSCAFG00000019524,37,0,0,0,0,0,0,111
184,ENSG00000142920-ENSMUSG00000028789-ENSCAFG00000010369,18,0,1,0,0,3,0,59
185,ENSG00000101977-ENSMUSG00000031139-ENSCAFG00000019001,0,0,58,0,1,60,7,184
186,ENSG00000143322-ENSMUSG00000026596-ENSCAFG00000013920,26,0,0,2,2,1,2,87
187,ENSG00000165338-ENSMUSG00000041180-ENSCAFG00000007266,43,0,0,0,3,0,1,133
188,ENSG00000171791-ENSMUSG00000057329-ENSCAFG00000000068,0,0,0,4,1,1,6,16
189,ENSG00000185652-ENSMUSG00000049107-ENSCAFG00000015278,5,0,0,0,0,0,0,15
190,ENSG00000136114-ENSMUSG00000031480-ENSCAFG00000005940,8,0,0,0,0,1,0,25
191,ENSG00000041880-ENSMUSG00000023249-ENSCAFG00000010042,20,0,0,0,3,1,0,64
192,ENSG00000099956-ENSMUSG00000000902-ENSCAFG00000014105,19,0,0,0,1,0,0,58
193,ENSG00000203963-ENSMUSG00000028520-ENSCAFG00000030133,0,0,14,0,3,17,5,53
194,ENSG00000160049-ENSMUSG00000028974-ENSCAFG00000016784,12,0,1,0,0,1,2,41
195,ENSG00000121753-ENSMUSG00000028782-ENSCAFG00000010872,58,0,0,0,6,2,0,182
196,ENSG00000110344-ENSMUSG00000059890-ENSCAFG00000012766,38,0,0,0,1,1,0,116
197,ENSG00000150764-ENSMUSG00000032064-ENSCAFG00000014061,45,0,2,0,0,2,1,142
198,ENSG00000066032-ENSMUSG00000063063-ENSCAFG00000029212,8,0,0,30,2,0,0,86
199,ENSG00000197694-ENSMUSG00000057738-ENSCAFG00000020049,114,0,0,0,0,0,2,344
200,ENSG00000163145-ENSMUSG00000061535-ENSCAFG00000031380,4,0,0,3,0,0,0,18
201,ENSG00000133030-ENSMUSG00000005417-ENSCAFG00000018501,42,0,0,7,0,0,0,140
202,ENSG00000140538-ENSMUSG00000059146-ENSCAFG00000011457,0,0,0,40,3,0,26,109
203,ENSG00000164172-ENSMUSG00000015536-ENSCAFG00000018415,10,0,0,6,0,1,5,48
204,ENSG00000138798-ENSMUSG00000028017-ENSCAFG00000011532,0,0,0,0,48,49,52,149
205,ENSG00000044459-ENSMUSG00000038070-ENSCAFG00000001566,0,0,0,14,39,40,52,159
206,ENSG00000119787-ENSMUSG00000059811-ENSCAFG00000006181,31,0,0,0,2,0,0,95
207,ENSG00000080802-ENSMUSG00000038784-ENSCAFG00000003223,25,0,0,0,0,0,1,76
208,ENSG00000163462-ENSMUSG00000042766-ENSCAFG00000017047,22,0,0,2,5,0,3,78
209,ENSG00000162777-ENSMUSG00000027901-ENSCAFG00000019764,22,1,1,2,1,1,0,76
210,ENSG00000172264-ENSMUSG00000068205-ENSCAFG00000030939,0,0,0,0,37,41,20,98
211,ENSG00000141404-ENSMUSG00000024524-ENSCAFG00000018787,25,0,0,2,0,0,0,79
212,ENSG00000144802-ENSMUSG00000035356-ENSCAFG00000009634,22,0,0,3,0,0,0,72
213,ENSG00000196792-ENSMUSG00000020954-ENSCAFG00000012823,32,0,0,4,0,0,0,104
214,ENSG00000164972-ENSMUSG00000028441-ENSCAFG00000001915,13,0,5,0,0,3,0,52
215,ENSG00000196208-ENSMUSG00000036523-ENSCAFG00000003579,64,0,0,0,4,2,9,207
216,ENSG00000103599-ENSMUSG00000037801-ENSCAFG00000017422,0,0,49,0,3,45,0,146
217,ENSG00000142273-ENSMUSG00000040525-ENSCAFG00000004651,0,0,0,0,20,22,22,64
218,ENSG00000159915-ENSMUSG00000074282-ENSCAFG00000029944,0,0,7,0,3,7,1,25
219,ENSG00000140299-ENSMUSG00000011958-ENSCAFG00000016676,20,0,0,1,5,0,0,67
220,ENSG00000167645-ENSMUSG00000030588-ENSCAFG00000005924,19,1,0,0,4,0,1,64
221,ENSG00000185010-ENSMUSG00000031196-ENSCAFG00000019631,52,0,0,0,2,0,0,158
222,ENSG00000174059-ENSMUSG00000016494-ENSCAFG00000011722,0,0,0,0,18,18,18,54
223,ENSG00000114316-ENSMUSG00000032612-ENSCAFG00000024214,44,0,0,0,2,0,0,134
224,ENSG00000170471-ENSMUSG00000027652-ENSCAFG00000008947,61,0,0,0,1,0,0,184
225,ENSG00000108788-ENSMUSG00000017801-ENSCAFG00000029102,17,0,0,0,0,0,0,51
226,ENSG00000050748-ENSMUSG00000020366-ENSCAFG00000000395,26,0,0,2,1,0,0,83
227,ENSG00000188981-ENSMUSG00000051246-ENSCAFG00000014681,5,0,0,4,0,0,1,24
228,ENSG00000105971-ENSMUSG00000000058-ENSCAFG00000003402,7,0,1,0,0,0,3,26
229,ENSG00000282608-ENSMUSG00000000562-ENSCAFG00000013692,2,0,1,2,2,1,1,16
230,ENSG00000154914-ENSMUSG00000020905-ENSCAFG00000017439,29,0,0,2,0,0,1,92
231,ENSG00000121579-ENSMUSG00000022698-ENSCAFG00000010694,0,0,0,11,0,0,6,28
232,ENSG00000125354-ENSMUSG00000050379-ENSCAFG00000018419,23,0,0,1,0,0,1,72
233,ENSG00000096872-ENSMUSG00000028576-ENSCAFG00000001706,38,0,0,0,2,2,0,118
234,ENSG00000157869-ENSMUSG00000029128-ENSCAFG00000007005,0,0,0,16,2,2,2,38
235,ENSG00000122367-ENSMUSG00000021798-ENSCAFG00000016038,34,0,0,0,0,0,3,105
236,ENSG00000089820-ENSMUSG00000031389-ENSCAFG00000019408,44,0,0,0,2,1,0,135
237,ENSG00000237515-ENSMUSG00000022494-ENSCAFG00000018839,0,0,0,10,2,0,6,28
238,ENSG00000122224-ENSMUSG00000004707-ENSCAFG00000012621,0,0,0,0,23,20,20,63
239,ENSG00000157637-ENSMUSG00000061306-ENSCAFG00000005725,0,34,0,0,33,4,1,106
240,ENSG00000170615-ENSMUSG00000029015-ENSCAFG00000004181,36,0,0,0,3,0,1,112
241,ENSG00000116675-ENSMUSG00000028528-ENSCAFG00000018607,40,0,1,0,0,1,1,124
242,ENSG00000101843-ENSMUSG00000031429-ENSCAFG00000018007,11,0,1,0,0,1,0,36
243,ENSG00000158545-ENSMUSG00000017478-ENSCAFG00000019884,36,0,0,0,0,0,1,109
244,ENSG00000109339-ENSMUSG00000046709-ENSCAFG00000009396,28,0,0,2,2,0,3,93
245,ENSG00000148737-ENSMUSG00000024985-ENSCAFG00000011005,0,0,0,43,0,0,22,108
246,ENSG00000058668-ENSMUSG00000026463-ENSCAFG00000009564,42,0,2,0,0,0,0,130
247,ENSG00000082438-ENSMUSG00000034903-ENSCAFG00000010630,0,0,29,0,7,29,3,97
248,ENSG00000116001-ENSMUSG00000071337-ENSCAFG00000003341,27,0,0,0,0,0,3,84
249,ENSG00000102858-ENSMUSG00000022517-ENSCAFG00000019201,32,0,0,5,0,1,0,107
250,ENSG00000132466-ENSMUSG00000055204-ENSCAFG00000002998,69,0,0,1,0,0,1,210
251,ENSG00000156313-ENSMUSG00000031174-ENSCAFG00000014003,0,0,0,0,39,39,46,124
252,ENSG00000100095-ENSMUSG00000058153-ENSCAFG00000011694,36,0,0,0,0,0,0,108
253,ENSG00000150627-ENSMUSG00000039375-ENSCAFG00000008450,0,0,0,63,0,0,60,186
254,ENSG00000183049-ENSMUSG00000039145-ENSCAFG00000004784,22,0,0,0,1,2,0,69
255,ENSG00000149177-ENSMUSG00000025314-ENSCAFG00000008279,0,0,0,48,5,7,28,136
256,ENSG00000162989-ENSMUSG00000026824-ENSCAFG00000009183,7,0,0,0,0,0,0,21
257,ENSG00000058600-ENSMUSG00000030880-ENSCAFG00000017733,0,0,0,43,0,0,34,120
258,ENSG00000091428-ENSMUSG00000049044-ENSCAFG00000013096,58,0,0,8,0,0,0,190
259,ENSG00000168779-ENSMUSG00000027833-ENSCAFG00000008904,12,0,0,0,2,0,0,38
260,ENSG00000117500-ENSMUSG00000063406-ENSCAFG00000020146,8,0,0,0,3,2,0,29
261,ENSG00000072858-ENSMUSG00000022696-ENSCAFG00000010667,0,0,0,52,0,0,50,154
262,ENSG00000078061-ENSMUSG00000001127-ENSCAFG00000015115,10,0,0,22,0,0,23,97
263,ENSG00000163793-ENSMUSG00000053856-ENSCAFG00000032365,0,0,6,0,3,10,4,29
264,ENSG00000137166-ENSMUSG00000023991-ENSCAFG00000001596,35,0,0,0,0,0,0,105
265,ENSG00000136450-ENSMUSG00000018379-ENSCAFG00000017430,12,0,0,0,0,0,0,36
266,ENSG00000197043-ENSMUSG00000018340-ENSCAFG00000017943,48,0,0,3,0,0,0,150
267,ENSG00000131370-ENSMUSG00000021892-ENSCAFG00000006024,12,0,0,7,0,2,7,59
268,ENSG00000106261-ENSMUSG00000029729-ENSCAFG00000031298,11,0,0,0,1,0,0,34
269,ENSG00000108423-ENSMUSG00000020513-ENSCAFG00000017668,15,0,2,0,1,3,0,53
270,ENSG00000163453-ENSMUSG00000036256-ENSCAFG00000002330,9,0,1,0,1,3,0,33
