human_ensemble_id_gene	gene_id	gene_name	mouse_ensembl_id	mouse_gene_id	mouse_gene_name	dog_ensembl_id	dog_gene_id	dog_gene_name	transcript	status	mouse_ortholog_transcript	status	dog_ortholog_transcript	status
ENSG00000134138	MEIS2	Meis homeobox 2 	ENSMUSG00000027210	Meis2	Meis homeobox 2 	ENSCAFG00000008498	MEIS2	Meis homeobox 2 	ENST00000340545	known	CGAMUSTENST00000557796	predicted	CGACAFTENST00000557796	predicted
ENSG00000134138	MEIS2	Meis homeobox 2 	ENSMUSG00000027210	Meis2	Meis homeobox 2 	ENSCAFG00000008498	MEIS2	Meis homeobox 2 	CGATENSMUST00000110906	predicted	ENSMUST00000110906	known	CGACAFTENSMUST00000110906	predicted
ENSG00000134138	MEIS2	Meis homeobox 2 	ENSMUSG00000027210	Meis2	Meis homeobox 2 	ENSCAFG00000008498	MEIS2	Meis homeobox 2 	CGATENSMUST00000074285	predicted	ENSMUST00000074285	known	CGACAFTENSMUST00000074285	predicted
ENSG00000092421	SEMA6A	semaphorin 6A 	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	ENSCAFG00000000192	SEMA6A	semaphorin 6A 	ENST00000343348	known	ENSMUST00000156422	known	ENSCAFT00000000309	known
ENSG00000092421	SEMA6A	semaphorin 6A 	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	ENSCAFG00000000192	SEMA6A	semaphorin 6A 	ENST00000257414	known	CGAMUSTENST00000257414	predicted	CGACAFTENST00000257414	predicted
ENSG00000092421	SEMA6A	semaphorin 6A 	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	ENSCAFG00000000192	SEMA6A	semaphorin 6A 	ENST00000510263	known	ENSMUST00000156422	known	ENSCAFT00000000309	known
ENSG00000092421	SEMA6A	semaphorin 6A 	ENSMUSG00000019647	Sema6a	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A 	ENSCAFG00000000192	SEMA6A	semaphorin 6A 	CGATENSMUST00000076043	predicted	ENSMUST00000076043	known	CGACAFTENSMUST00000076043	predicted
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2 	ENSMUSG00000004947	Dtx2	deltex 2, E3 ubiquitin ligase 	ENSCAFG00000013614	DTX2	deltex E3 ubiquitin ligase 2 	ENST00000324432	known	ENSMUST00000111142	known	ENSCAFT00000021589	known
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2 	ENSMUSG00000004947	Dtx2	deltex 2, E3 ubiquitin ligase 	ENSCAFG00000013614	DTX2	deltex E3 ubiquitin ligase 2 	ENST00000413936	known	ENSMUST00000111142	known	ENSCAFT00000021589	known
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2 	ENSMUSG00000004947	Dtx2	deltex 2, E3 ubiquitin ligase 	ENSCAFG00000013614	DTX2	deltex E3 ubiquitin ligase 2 	ENST00000430490	known	ENSMUST00000111142	known	ENSCAFT00000021589	known
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2 	ENSMUSG00000004947	Dtx2	deltex 2, E3 ubiquitin ligase 	ENSCAFG00000013614	DTX2	deltex E3 ubiquitin ligase 2 	ENST00000446820	known	ENSMUST00000111144	known	ENSCAFT00000021600	known
ENSG00000091073	DTX2	deltex E3 ubiquitin ligase 2 	ENSMUSG00000004947	Dtx2	deltex 2, E3 ubiquitin ligase 	ENSCAFG00000013614	DTX2	deltex E3 ubiquitin ligase 2 	CGATENSMUST00000005072	predicted	ENSMUST00000005072	known	CGACAFTENSMUST00000005072	predicted
ENSG00000152492	CCDC50	coiled-coil domain containing 50 	ENSMUSG00000038127	Ccdc50	coiled-coil domain containing 50 	ENSCAFG00000014058	CCDC50	coiled-coil domain containing 50 	ENST00000392455	known	ENSMUST00000100026	known	ENSCAFT00000022321	known
ENSG00000152492	CCDC50	coiled-coil domain containing 50 	ENSMUSG00000038127	Ccdc50	coiled-coil domain containing 50 	ENSCAFG00000014058	CCDC50	coiled-coil domain containing 50 	ENST00000392456	known	CGAMUSTENST00000392456	predicted	CGACAFTENST00000392456	predicted
ENSG00000152492	CCDC50	coiled-coil domain containing 50 	ENSMUSG00000038127	Ccdc50	coiled-coil domain containing 50 	ENSCAFG00000014058	CCDC50	coiled-coil domain containing 50 	CGATENSMUST00000096127	predicted	ENSMUST00000096127	known	CGACAFTENSMUST00000096127	predicted
ENSG00000150551	LYPD1	LY6/PLAUR domain containing 1 	ENSMUSG00000026344	Lypd1	Ly6/Plaur domain containing 1 	ENSCAFG00000005000	LYPD1	LY6/PLAUR domain containing 1 	ENST00000397463	known	ENSMUST00000159417	known	ENSCAFT00000008032	known
ENSG00000150551	LYPD1	LY6/PLAUR domain containing 1 	ENSMUSG00000026344	Lypd1	Ly6/Plaur domain containing 1 	ENSCAFG00000005000	LYPD1	LY6/PLAUR domain containing 1 	ENST00000345008	known	ENSMUST00000159529	known	CGACAFTENSMUST00000162899	predicted
ENSG00000137942	FNBP1L	formin binding protein 1 like 	ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like 	ENSCAFG00000020135	FNBP1L	formin binding protein 1 like 	ENST00000370253	known	CGAMUSTENST00000370253	predicted	ENSCAFT00000050191	known
ENSG00000137942	FNBP1L	formin binding protein 1 like 	ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like 	ENSCAFG00000020135	FNBP1L	formin binding protein 1 like 	ENST00000271234	known	CGAMUSTENST00000271234	predicted	CGACAFTENST00000271234	predicted
ENSG00000137942	FNBP1L	formin binding protein 1 like 	ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like 	ENSCAFG00000020135	FNBP1L	formin binding protein 1 like 	ENST00000260506	known	ENSMUST00000162409	known	CGACAFTENST00000260506	predicted
ENSG00000137942	FNBP1L	formin binding protein 1 like 	ENSMUSG00000039735	Fnbp1l	formin binding protein 1-like 	ENSCAFG00000020135	FNBP1L	formin binding protein 1 like 	CGATENSMUST00000162947	predicted	ENSMUST00000162947	known	CGACAFTENSMUST00000162947	predicted
ENSG00000062598	ELMO2	engulfment and cell motility 2 	ENSMUSG00000017670	Elmo2	engulfment and cell motility 2 	ENSCAFG00000010313	ELMO2	engulfment and cell motility 2 	ENST00000290246	known	ENSMUST00000094329	known	ENSCAFT00000016446	known
ENSG00000062598	ELMO2	engulfment and cell motility 2 	ENSMUSG00000017670	Elmo2	engulfment and cell motility 2 	ENSCAFG00000010313	ELMO2	engulfment and cell motility 2 	ENST00000372176	known	CGAMUSTENST00000372176	predicted	CGACAFTENST00000372176	predicted
ENSG00000062598	ELMO2	engulfment and cell motility 2 	ENSMUSG00000017670	Elmo2	engulfment and cell motility 2 	ENSCAFG00000010313	ELMO2	engulfment and cell motility 2 	ENST00000396391	known	ENSMUST00000094329	known	ENSCAFT00000016446	known
ENSG00000062598	ELMO2	engulfment and cell motility 2 	ENSMUSG00000017670	Elmo2	engulfment and cell motility 2 	ENSCAFG00000010313	ELMO2	engulfment and cell motility 2 	CGATENSMUST00000074046	predicted	ENSMUST00000074046	known	CGACAFTENSMUST00000074046	predicted
ENSG00000104894	CD37	CD37 molecule 	ENSMUSG00000030798	Cd37	CD37 antigen 	ENSCAFG00000003709	CD37	CD37 molecule 	ENST00000426897	known	CGAMUSTENST00000426897	predicted	CGACAFTENST00000426897	predicted
ENSG00000104894	CD37	CD37 molecule 	ENSMUSG00000030798	Cd37	CD37 antigen 	ENSCAFG00000003709	CD37	CD37 molecule 	ENST00000323906	known	ENSMUST00000098461	known	ENSCAFT00000045237	known
ENSG00000104894	CD37	CD37 molecule 	ENSMUSG00000030798	Cd37	CD37 antigen 	ENSCAFG00000003709	CD37	CD37 molecule 	CGATENSMUST00000033063	predicted	ENSMUST00000033063	known	ENSCAFT00000005965	known
ENSG00000054267	ARID4B	AT-rich interaction domain 4B 	ENSMUSG00000039219	Arid4b	AT rich interactive domain 4B (RBP1-like) 	ENSCAFG00000011439	ARID4B	AT-rich interaction domain 4B 	ENST00000264183	known	ENSMUST00000110534	known	ENSCAFT00000018209	known
ENSG00000054267	ARID4B	AT-rich interaction domain 4B 	ENSMUSG00000039219	Arid4b	AT rich interactive domain 4B (RBP1-like) 	ENSCAFG00000011439	ARID4B	AT-rich interaction domain 4B 	ENST00000349213	known	ENSMUST00000039538	known	CGACAFTENSMUST00000110536	predicted
ENSG00000054267	ARID4B	AT-rich interaction domain 4B 	ENSMUSG00000039219	Arid4b	AT rich interactive domain 4B (RBP1-like) 	ENSCAFG00000011439	ARID4B	AT-rich interaction domain 4B 	ENST00000366603	known	ENSMUST00000110534	known	ENSCAFT00000018209	known
ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1 	ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1 	ENSCAFG00000018538	SERBP1	SERPINE1 mRNA binding protein 1 	ENST00000370994	known	ENSMUST00000204293	known	CGACAFTENST00000370994	predicted
ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1 	ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1 	ENSCAFG00000018538	SERBP1	SERPINE1 mRNA binding protein 1 	ENST00000370995	known	ENSMUST00000042990	known	ENSCAFT00000029427	known
ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1 	ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1 	ENSCAFG00000018538	SERBP1	SERPINE1 mRNA binding protein 1 	ENST00000361219	known	ENSMUST00000203077	known	CGACAFTENST00000361219	predicted
ENSG00000142864	SERBP1	SERPINE1 mRNA binding protein 1 	ENSMUSG00000036371	Serbp1	serpine1 mRNA binding protein 1 	ENSCAFG00000018538	SERBP1	SERPINE1 mRNA binding protein 1 	ENST00000370990	known	ENSMUST00000203436	known	CGACAFTENST00000370990	predicted
ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENSMUSG00000026860	Sh3glb2	SH3-domain GRB2-like endophilin B2 	ENSCAFG00000020008	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENST00000372564	known	ENSMUST00000028214	known	ENSCAFT00000031843	known
ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENSMUSG00000026860	Sh3glb2	SH3-domain GRB2-like endophilin B2 	ENSCAFG00000020008	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENST00000372559	known	ENSMUST00000028214	known	ENSCAFT00000031843	known
ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENSMUSG00000026860	Sh3glb2	SH3-domain GRB2-like endophilin B2 	ENSCAFG00000020008	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENST00000372554	known	ENSMUST00000113621	known	CGACAFTENST00000372554	predicted
ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENSMUSG00000026860	Sh3glb2	SH3-domain GRB2-like endophilin B2 	ENSCAFG00000020008	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	CGATENSMUST00000100215	predicted	ENSMUST00000100215	known	CGACAFTENSMUST00000100215	predicted
ENSG00000148341	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	ENSMUSG00000026860	Sh3glb2	SH3-domain GRB2-like endophilin B2 	ENSCAFG00000020008	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2 	CGATENSMUST00000113620	predicted	ENSMUST00000113620	known	CGACAFTENSMUST00000113620	predicted
ENSG00000196821	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSMUSG00000056692	Ilrun	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSCAFG00000001229	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENST00000374023	known	ENSMUST00000114863	known	ENSCAFT00000001910	known
ENSG00000196821	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSMUSG00000056692	Ilrun	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSCAFG00000001229	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENST00000374026	known	CGAMUSTENST00000374026	predicted	CGACAFTENST00000374026	predicted
ENSG00000196821	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSMUSG00000056692	Ilrun	inflammation and lipid regulator with UBA-like and NBR1-like domains 	ENSCAFG00000001229	ILRUN	inflammation and lipid regulator with UBA-like and NBR1-like domains 	CGATENSMUST00000114859	predicted	ENSMUST00000114859	known	CGACAFTENSMUST00000114859	predicted
ENSG00000137944	KYAT3	kynurenine aminotransferase 3 	ENSMUSG00000040213	Kyat3	kynurenine aminotransferase 3 	ENSCAFG00000020207	KYAT3	kynurenine aminotransferase 3 	ENST00000370491	known	ENSMUST00000044392	known	CGACAFTENST00000370491	predicted
ENSG00000137944	KYAT3	kynurenine aminotransferase 3 	ENSMUSG00000040213	Kyat3	kynurenine aminotransferase 3 	ENSCAFG00000020207	KYAT3	kynurenine aminotransferase 3 	ENST00000260508	known	ENSMUST00000106218	known	ENSCAFT00000032186	known
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	ENSMUSG00000026594	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2 	ENSCAFG00000013981	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	ENST00000367635	known	ENSMUST00000191605	known	CGACAFTENSMUST00000171292	predicted
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	ENSMUSG00000026594	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2 	ENSCAFG00000013981	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	ENST00000367634	known	ENSMUST00000027886	known	ENSCAFT00000022211	known
ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	ENSMUSG00000026594	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2 	ENSCAFG00000013981	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2 	CGATENSMUST00000172057	predicted	ENSMUST00000172057	known	CGACAFTENSMUST00000172057	predicted
ENSG00000147162	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase 	ENSMUSG00000034160	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) 	ENSCAFG00000017134	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase 	ENST00000373719	known	ENSMUST00000044475	known	ENSCAFT00000027149	known
ENSG00000147162	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase 	ENSMUSG00000034160	Ogt	O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase) 	ENSCAFG00000017134	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase 	ENST00000373701	known	ENSMUST00000119299	known	CGACAFTENST00000373701	predicted
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSCAFG00000002885	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENST00000354667	known	CGAMUSTENST00000354667	predicted	CGACAFTENST00000354667	predicted
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSCAFG00000002885	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENST00000360787	known	CGAMUSTENST00000354667	predicted	CGACAFTENST00000354667	predicted
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSCAFG00000002885	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENST00000356674	known	ENSMUST00000090002	known	CGACAFTENSMUST00000203220	predicted
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSCAFG00000002885	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	CGATENSCAFT00000004613	predicted	CGAMUSTENSCAFT00000004613	predicted	ENSCAFT00000004613	known
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSMUSG00000004980	Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1 	ENSCAFG00000002885	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1 	CGATENSMUST00000069949	predicted	ENSMUST00000204188	known	CGACAFTENSMUST00000069949	predicted
ENSG00000080546	SESN1	sestrin 1 	ENSMUSG00000038332	Sesn1	sestrin 1 	ENSCAFG00000003793	SESN1	sestrin 1 	ENST00000436639	known	ENSMUST00000099931	known	ENSCAFT00000035517	known
ENSG00000080546	SESN1	sestrin 1 	ENSMUSG00000038332	Sesn1	sestrin 1 	ENSCAFG00000003793	SESN1	sestrin 1 	ENST00000302071	known	CGAMUSTENST00000302071	predicted	CGACAFTENST00000302071	predicted
ENSG00000080546	SESN1	sestrin 1 	ENSMUSG00000038332	Sesn1	sestrin 1 	ENSCAFG00000003793	SESN1	sestrin 1 	ENST00000356644	known	ENSMUST00000041438	known	CGACAFTENST00000356644	predicted
ENSG00000049130	KITLG	KIT ligand 	ENSMUSG00000019966	Kitl	kit ligand 	ENSCAFG00000006091	KITLG	KIT ligand 	ENST00000228280	known	ENSMUST00000105283	known	ENSCAFT00000009854	known
ENSG00000049130	KITLG	KIT ligand 	ENSMUSG00000019966	Kitl	kit ligand 	ENSCAFG00000006091	KITLG	KIT ligand 	ENST00000347404	known	ENSMUST00000020129	known	CGACAFTENST00000347404	predicted
ENSG00000010295	IFFO1	intermediate filament family orphan 1 	ENSMUSG00000038271	Iffo1	intermediate filament family orphan 1 	ENSCAFG00000015047	IFFO1	intermediate filament family orphan 1 	ENST00000336604	known	ENSMUST00000117675	known	CGACAFTENST00000336604	predicted
ENSG00000010295	IFFO1	intermediate filament family orphan 1 	ENSMUSG00000038271	Iffo1	intermediate filament family orphan 1 	ENSCAFG00000015047	IFFO1	intermediate filament family orphan 1 	ENST00000396840	known	ENSMUST00000119527	known	CGACAFTENST00000396840	predicted
ENSG00000010295	IFFO1	intermediate filament family orphan 1 	ENSMUSG00000038271	Iffo1	intermediate filament family orphan 1 	ENSCAFG00000015047	IFFO1	intermediate filament family orphan 1 	ENST00000356896	known	CGAMUSTENST00000356896	predicted	ENSCAFT00000023912	known
ENSG00000010295	IFFO1	intermediate filament family orphan 1 	ENSMUSG00000038271	Iffo1	intermediate filament family orphan 1 	ENSCAFG00000015047	IFFO1	intermediate filament family orphan 1 	ENST00000619571	known	CGAMUSTENST00000619571	predicted	CGACAFTENST00000619571	predicted
ENSG00000147010	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENSMUSG00000040990	Sh3kbp1	SH3-domain kinase binding protein 1 	ENSCAFG00000013075	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENST00000397821	known	ENSMUST00000112456	known	ENSCAFT00000020758	known
ENSG00000147010	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENSMUSG00000040990	Sh3kbp1	SH3-domain kinase binding protein 1 	ENSCAFG00000013075	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENST00000379716	known	ENSMUST00000112451	known	CGACAFTENST00000379716	predicted
ENSG00000147010	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENSMUSG00000040990	Sh3kbp1	SH3-domain kinase binding protein 1 	ENSCAFG00000013075	SH3KBP1	SH3 domain containing kinase binding protein 1 	ENST00000379698	known	ENSMUST00000080394	known	CGACAFTENST00000379698	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000558014	known	ENSMUST00000051419	known	CGACAFTENST00000558014	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000536845	known	ENSMUST00000103239	known	CGACAFTENST00000536845	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000558816	known	CGAMUSTENST00000558816	predicted	CGACAFTENST00000558816	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000389425	known	CGAMUSTENST00000389425	predicted	CGACAFTENST00000389425	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000316364	known	ENSMUST00000103239	known	CGACAFTENST00000536845	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000354744	known	CGAMUSTENST00000354744	predicted	CGACAFTENST00000354744	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000358066	known	ENSMUST00000051419	known	CGACAFTENST00000558014	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000389428	known	ENSMUST00000076335	known	CGACAFTENSMUST00000103241	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	ENST00000355997	known	CGAMUSTENST00000558816	predicted	CGACAFTENST00000558816	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	CGATENSCAFT00000022132	predicted	CGAMUSTENSCAFT00000022132	predicted	ENSCAFT00000022132	known
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	CGATENSMUST00000103240	predicted	ENSMUST00000103240	known	CGACAFTENSMUST00000103240	predicted
ENSG00000137872	SEMA6D	semaphorin 6D 	ENSMUSG00000027200	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D 	ENSCAFG00000013925	SEMA6D	semaphorin 6D 	CGATENSMUST00000103238	predicted	ENSMUST00000077847	known	CGACAFTENSMUST00000103238	predicted
