sp1_gene_ID,sp2_gene_ID,homology_type
ENSG00000065427,ENSCAFG00000020069,ortholog_one2one
ENSG00000065613,ENSCAFG00000010516,ortholog_one2one
ENSG00000065802,ENSCAFG00000012461,ortholog_one2one
ENSG00000066248,ENSCAFG00000011587,ortholog_one2one
ENSG00000066322,ENSCAFG00000005245,ortholog_one2one
ENSG00000067057,ENSCAFG00000005468,ortholog_one2one
ENSG00000067113,ENSCAFG00000006838,ortholog_one2one
ENSG00000067842,ENSCAFG00000019230,ortholog_one2one
ENSG00000068366,ENSCAFG00000018063,ortholog_one2one
ENSG00000070190,ENSCAFG00000010571,ortholog_one2one
ENSG00000070476,ENSCAFG00000003826,ortholog_one2one
ENSG00000071073,ENSCAFG00000002323,ortholog_one2one
ENSG00000071243,ENSCAFG00000003481,ortholog_one2one
ENSG00000071537,ENSCAFG00000017315,ortholog_one2one
ENSG00000071655,ENSCAFG00000019503,ortholog_one2one
ENSG00000072062,ENSCAFG00000016488,ortholog_one2one
ENSG00000072682,ENSCAFG00000000824,ortholog_one2one
ENSG00000072756,ENSCAFG00000005985,ortholog_one2one
ENSG00000072849,ENSCAFG00000032265,ortholog_one2one
ENSG00000072858,ENSCAFG00000010667,ortholog_one2one
ENSG00000073060,ENSCAFG00000006968,ortholog_one2one
ENSG00000073670,ENSCAFG00000014102,ortholog_one2one
ENSG00000074803,ENSCAFG00000014211,ortholog_one2one
ENSG00000076248,ENSCAFG00000011144,ortholog_one2one
ENSG00000078053,ENSCAFG00000003617,ortholog_one2one
ENSG00000078699,ENSCAFG00000007420,ortholog_one2one
ENSG00000078808,ENSCAFG00000019323,ortholog_one2one
ENSG00000081026,ENSCAFG00000013122,ortholog_one2one
ENSG00000081692,ENSCAFG00000001187,ortholog_one2one
ENSG00000082701,ENSCAFG00000011122,ortholog_one2one
ENSG00000083312,ENSCAFG00000008081,ortholog_one2one
ENSG00000083544,ENSCAFG00000023746,ortholog_one2one
ENSG00000085274,ENSCAFG00000014700,ortholog_one2one
ENSG00000085365,ENSCAFG00000032395,ortholog_one2one
ENSG00000085871,ENSCAFG00000003702,ortholog_one2one
ENSG00000087152,ENSCAFG00000014269,ortholog_one2one
ENSG00000087206,ENSCAFG00000016547,ortholog_one2one
ENSG00000087258,ENSCAFG00000009233,ortholog_one2one
ENSG00000087589,ENSCAFG00000011920,ortholog_one2one
ENSG00000087903,ENSCAFG00000018728,ortholog_one2one
ENSG00000088448,ENSCAFG00000006095,ortholog_one2one
ENSG00000088727,ENSCAFG00000013358,ortholog_one2one
ENSG00000088766,ENSCAFG00000005934,ortholog_one2one
ENSG00000089094,ENSCAFG00000008259,ortholog_one2one
ENSG00000089280,ENSCAFG00000016862,ortholog_one2one
ENSG00000089327,ENSCAFG00000024320,ortholog_one2one
ENSG00000090372,ENSCAFG00000004226,ortholog_one2one
ENSG00000090615,ENSCAFG00000006084,ortholog_one2one
ENSG00000090975,ENSCAFG00000007616,ortholog_one2one
ENSG00000091039,ENSCAFG00000005707,ortholog_one2one
ENSG00000091436,ENSCAFG00000013140,ortholog_one2one
ENSG00000091622,ENSCAFG00000015453,ortholog_one2one
ENSG00000092421,ENSCAFG00000000192,ortholog_one2one
ENSG00000092439,ENSCAFG00000015230,ortholog_one2one
ENSG00000092445,ENSCAFG00000009632,ortholog_one2one
ENSG00000092531,ENSCAFG00000011105,ortholog_one2one
ENSG00000092969,ENSCAFG00000010815,ortholog_one2one
ENSG00000095752,ENSCAFG00000002588,ortholog_one2one
ENSG00000095970,ENSCAFG00000001586,ortholog_one2one
ENSG00000096746,ENSCAFG00000013619,ortholog_one2one
ENSG00000096872,ENSCAFG00000001706,ortholog_one2one
ENSG00000097007,ENSCAFG00000019938,ortholog_one2one
ENSG00000099139,ENSCAFG00000001690,ortholog_one2one
ENSG00000099385,ENSCAFG00000016715,ortholog_one2one
ENSG00000099783,ENSCAFG00000018524,ortholog_one2one
ENSG00000099785,ENSCAFG00000018515,ortholog_one2one
ENSG00000099864,ENSCAFG00000019698,ortholog_one2one
ENSG00000099957,ENSCAFG00000015060,ortholog_one2one
ENSG00000100116,ENSCAFG00000001456,ortholog_one2one
ENSG00000100503,ENSCAFG00000014559,ortholog_one2one
ENSG00000100567,ENSCAFG00000015287,ortholog_one2one
ENSG00000100796,ENSCAFG00000017570,ortholog_one2one
ENSG00000100884,ENSCAFG00000011767,ortholog_one2one
ENSG00000100991,ENSCAFG00000007912,ortholog_one2one
ENSG00000101079,ENSCAFG00000008593,ortholog_one2one
ENSG00000101557,ENSCAFG00000018309,ortholog_one2one
ENSG00000101605,ENSCAFG00000018478,ortholog_one2one
ENSG00000101843,ENSCAFG00000018007,ortholog_one2one
ENSG00000101892,ENSCAFG00000018484,ortholog_one2one
ENSG00000101928,ENSCAFG00000018891,ortholog_one2one
ENSG00000101945,ENSCAFG00000015545,ortholog_one2one
ENSG00000101972,ENSCAFG00000018587,ortholog_one2one
ENSG00000101974,ENSCAFG00000019020,ortholog_one2one
ENSG00000102024,ENSCAFG00000018250,ortholog_one2one
ENSG00000102271,ENSCAFG00000017445,ortholog_one2one
ENSG00000102466,ENSCAFG00000005926,ortholog_one2one
ENSG00000102524,ENSCAFG00000031735,ortholog_one2one
ENSG00000102910,ENSCAFG00000010029,ortholog_one2one
ENSG00000103023,ENSCAFG00000030756,ortholog_one2one
ENSG00000103051,ENSCAFG00000020149,ortholog_one2one
ENSG00000103126,ENSCAFG00000019684,ortholog_one2one
ENSG00000103194,ENSCAFG00000019946,ortholog_one2one
ENSG00000103249,ENSCAFG00000019565,ortholog_one2one
ENSG00000103313,ENSCAFG00000024473,ortholog_one2one
ENSG00000103429,ENSCAFG00000018791,ortholog_one2one
ENSG00000103502,ENSCAFG00000032759,ortholog_one2one
ENSG00000103569,ENSCAFG00000016556,ortholog_one2one
ENSG00000103710,ENSCAFG00000017123,ortholog_one2one
ENSG00000104497,ENSCAFG00000031007,ortholog_one2one
ENSG00000104894,ENSCAFG00000003709,ortholog_one2one
ENSG00000104907,ENSCAFG00000017070,ortholog_one2one
ENSG00000104951,ENSCAFG00000003439,ortholog_one2one
ENSG00000104953,ENSCAFG00000019300,ortholog_one2one
ENSG00000105227,ENSCAFG00000005350,ortholog_one2one
ENSG00000105520,ENSCAFG00000017423,ortholog_one2one
ENSG00000105549,ENSCAFG00000019728,ortholog_one2one
ENSG00000105619,ENSCAFG00000002701,ortholog_one2one
ENSG00000105701,ENSCAFG00000014742,ortholog_one2one
ENSG00000105879,ENSCAFG00000031990,ortholog_one2one
ENSG00000105971,ENSCAFG00000003402,ortholog_one2one
ENSG00000105974,ENSCAFG00000003404,ortholog_one2one
ENSG00000105991,ENSCAFG00000002936,ortholog_one2one
ENSG00000106278,ENSCAFG00000003510,ortholog_one2one
ENSG00000106665,ENSCAFG00000011916,ortholog_one2one
ENSG00000106682,ENSCAFG00000012019,ortholog_one2one
ENSG00000106683,ENSCAFG00000012073,ortholog_one2one
ENSG00000106992,ENSCAFG00000020105,ortholog_one2one
ENSG00000107187,ENSCAFG00000019695,ortholog_one2one
ENSG00000107262,ENSCAFG00000001844,ortholog_one2one
ENSG00000107447,ENSCAFG00000008507,ortholog_one2one
ENSG00000107521,ENSCAFG00000009367,ortholog_one2one
ENSG00000107560,ENSCAFG00000011991,ortholog_one2one
ENSG00000107882,ENSCAFG00000010221,ortholog_one2one
ENSG00000108370,ENSCAFG00000011148,ortholog_one2one
ENSG00000108384,ENSCAFG00000017560,ortholog_one2one
ENSG00000108684,ENSCAFG00000018352,ortholog_one2one
ENSG00000108774,ENSCAFG00000015629,ortholog_one2one
ENSG00000109458,ENSCAFG00000003613,ortholog_one2one
ENSG00000109943,ENSCAFG00000011705,ortholog_one2one
ENSG00000110171,ENSCAFG00000006444,ortholog_one2one
ENSG00000110321,ENSCAFG00000007666,ortholog_one2one
ENSG00000110344,ENSCAFG00000012766,ortholog_one2one
ENSG00000110429,ENSCAFG00000007148,ortholog_one2one
ENSG00000110721,ENSCAFG00000010937,ortholog_one2one
ENSG00000110756,ENSCAFG00000009161,ortholog_one2one
ENSG00000110921,ENSCAFG00000010834,ortholog_one2one
ENSG00000111058,ENSCAFG00000005820,ortholog_one2one
ENSG00000111224,ENSCAFG00000015400,ortholog_one2one
ENSG00000111247,ENSCAFG00000015342,ortholog_one2one
ENSG00000111252,ENSCAFG00000008601,ortholog_one2one
ENSG00000111450,ENSCAFG00000006694,ortholog_one2one
ENSG00000111452,ENSCAFG00000006655,ortholog_one2one
ENSG00000111605,ENSCAFG00000000424,ortholog_one2one
ENSG00000111667,ENSCAFG00000014586,ortholog_one2one
ENSG00000111863,ENSCAFG00000009785,ortholog_one2one
ENSG00000111880,ENSCAFG00000003089,ortholog_one2one
ENSG00000112280,ENSCAFG00000002589,ortholog_one2one
ENSG00000112541,ENSCAFG00000000795,ortholog_one2one
ENSG00000112679,ENSCAFG00000030984,ortholog_one2one
ENSG00000112742,ENSCAFG00000002842,ortholog_one2one
ENSG00000112855,ENSCAFG00000005905,ortholog_one2one
ENSG00000113269,ENSCAFG00000024952,ortholog_one2one
ENSG00000113492,ENSCAFG00000018790,ortholog_one2one
ENSG00000113532,ENSCAFG00000007617,ortholog_one2one
ENSG00000113615,ENSCAFG00000001034,ortholog_one2one
ENSG00000113851,ENSCAFG00000029831,ortholog_one2one
ENSG00000114054,ENSCAFG00000007170,ortholog_one2one
ENSG00000114251,ENSCAFG00000029321,ortholog_one2one
ENSG00000114346,ENSCAFG00000015455,ortholog_one2one
ENSG00000114770,ENSCAFG00000012085,ortholog_one2one
ENSG00000114956,ENSCAFG00000008747,ortholog_one2one
ENSG00000114988,ENSCAFG00000002406,ortholog_one2one
ENSG00000115009,ENSCAFG00000010505,ortholog_one2one
ENSG00000115216,ENSCAFG00000004954,ortholog_one2one
ENSG00000115306,ENSCAFG00000002744,ortholog_one2one
ENSG00000115392,ENSCAFG00000002940,ortholog_one2one
ENSG00000115415,ENSCAFG00000009797,ortholog_one2one
ENSG00000115419,ENSCAFG00000009513,ortholog_one2one
ENSG00000115457,ENSCAFG00000014490,ortholog_one2one
ENSG00000115525,ENSCAFG00000007653,ortholog_one2one
ENSG00000115593,ENSCAFG00000007437,ortholog_one2one
ENSG00000115594,ENSCAFG00000002147,ortholog_one2one
ENSG00000116260,ENSCAFG00000012717,ortholog_one2one
ENSG00000116299,ENSCAFG00000019851,ortholog_one2one
ENSG00000116754,ENSCAFG00000020423,ortholog_one2one
ENSG00000117155,ENSCAFG00000020304,ortholog_one2one
ENSG00000117174,ENSCAFG00000020273,ortholog_one2one
ENSG00000117215,ENSCAFG00000015085,ortholog_one2one
ENSG00000117475,ENSCAFG00000015247,ortholog_one2one
ENSG00000117479,ENSCAFG00000015235,ortholog_one2one
ENSG00000117500,ENSCAFG00000020146,ortholog_one2one
ENSG00000117533,ENSCAFG00000014905,ortholog_one2one
ENSG00000117598,ENSCAFG00000020057,ortholog_one2one
ENSG00000118094,ENSCAFG00000012455,ortholog_one2one
ENSG00000118564,ENSCAFG00000015321,ortholog_one2one
ENSG00000118733,ENSCAFG00000019992,ortholog_one2one
ENSG00000118965,ENSCAFG00000003791,ortholog_one2one
ENSG00000119471,ENSCAFG00000003028,ortholog_one2one
ENSG00000119661,ENSCAFG00000016858,ortholog_one2one
ENSG00000120160,ENSCAFG00000024872,ortholog_one2one
ENSG00000120438,ENSCAFG00000000732,ortholog_one2one
ENSG00000120498,ENSCAFG00000016894,ortholog_one2one
ENSG00000121075,ENSCAFG00000017740,ortholog_one2one
ENSG00000121577,ENSCAFG00000030985,ortholog_one2one
ENSG00000121579,ENSCAFG00000010694,ortholog_one2one
ENSG00000122375,ENSCAFG00000015975,ortholog_one2one
ENSG00000122378,ENSCAFG00000015861,ortholog_one2one
ENSG00000122481,ENSCAFG00000028915,ortholog_one2one
ENSG00000122566,ENSCAFG00000002885,ortholog_one2one
ENSG00000122877,ENSCAFG00000013049,ortholog_one2one
ENSG00000122958,ENSCAFG00000013827,ortholog_one2one
ENSG00000123096,ENSCAFG00000011392,ortholog_one2one
ENSG00000123143,ENSCAFG00000016316,ortholog_one2one
ENSG00000123178,ENSCAFG00000004309,ortholog_one2one
ENSG00000123560,ENSCAFG00000017811,ortholog_one2one
ENSG00000123901,ENSCAFG00000031257,ortholog_one2one
ENSG00000123992,ENSCAFG00000015399,ortholog_one2one
ENSG00000124215,ENSCAFG00000012336,ortholog_one2one
ENSG00000124313,ENSCAFG00000016179,ortholog_one2one
ENSG00000124334,ENSCAFG00000023298,ortholog_one2one
ENSG00000124357,ENSCAFG00000030475,ortholog_one2one
ENSG00000124615,ENSCAFG00000001568,ortholog_one2one
ENSG00000124942,ENSCAFG00000032525,ortholog_one2one
ENSG00000125740,ENSCAFG00000004443,ortholog_one2one
ENSG00000125798,ENSCAFG00000005168,ortholog_one2one
ENSG00000125970,ENSCAFG00000007490,ortholog_one2one
ENSG00000126218,ENSCAFG00000006258,ortholog_one2one
ENSG00000127452,ENSCAFG00000023016,ortholog_one2one
ENSG00000127603,ENSCAFG00000003120,ortholog_one2one
ENSG00000127837,ENSCAFG00000014625,ortholog_one2one
ENSG00000127980,ENSCAFG00000001977,ortholog_one2one
ENSG00000128342,ENSCAFG00000030931,ortholog_one2one
ENSG00000128578,ENSCAFG00000001515,ortholog_one2one
ENSG00000128591,ENSCAFG00000001585,ortholog_one2one
ENSG00000128683,ENSCAFG00000012560,ortholog_one2one
ENSG00000129159,ENSCAFG00000009072,ortholog_one2one
ENSG00000129354,ENSCAFG00000017746,ortholog_one2one
ENSG00000129696,ENSCAFG00000006302,ortholog_one2one
ENSG00000129951,ENSCAFG00000019679,ortholog_one2one
ENSG00000130005,ENSCAFG00000019500,ortholog_one2one
ENSG00000130202,ENSCAFG00000004626,ortholog_one2one
ENSG00000130338,ENSCAFG00000000652,ortholog_one2one
ENSG00000130940,ENSCAFG00000016771,ortholog_one2one
ENSG00000131018,ENSCAFG00000000445,ortholog_one2one
ENSG00000131059,ENSCAFG00000024734,ortholog_one2one
ENSG00000131351,ENSCAFG00000015551,ortholog_one2one
ENSG00000131370,ENSCAFG00000006024,ortholog_one2one
ENSG00000131408,ENSCAFG00000003338,ortholog_one2one
ENSG00000131473,ENSCAFG00000015818,ortholog_one2one
ENSG00000131558,ENSCAFG00000001308,ortholog_one2one
ENSG00000131626,ENSCAFG00000010544,ortholog_one2one
ENSG00000131771,ENSCAFG00000016396,ortholog_one2one
ENSG00000132002,ENSCAFG00000016286,ortholog_one2one
ENSG00000132170,ENSCAFG00000004991,ortholog_one2one
ENSG00000132463,ENSCAFG00000002922,ortholog_one2one
ENSG00000132471,ENSCAFG00000004946,ortholog_one2one
ENSG00000132530,ENSCAFG00000031602,ortholog_one2one
ENSG00000132603,ENSCAFG00000029835,ortholog_one2one
ENSG00000132639,ENSCAFG00000005662,ortholog_one2one
ENSG00000132640,ENSCAFG00000030748,ortholog_one2one
ENSG00000132670,ENSCAFG00000006460,ortholog_one2one
ENSG00000133030,ENSCAFG00000018501,ortholog_one2one
ENSG00000133131,ENSCAFG00000017953,ortholog_one2one
ENSG00000133135,ENSCAFG00000017931,ortholog_one2one
ENSG00000133195,ENSCAFG00000031583,ortholog_one2one
ENSG00000133627,ENSCAFG00000004971,ortholog_one2one
ENSG00000133687,ENSCAFG00000010821,ortholog_one2one
ENSG00000133884,ENSCAFG00000013654,ortholog_one2one
ENSG00000134046,ENSCAFG00000032711,ortholog_one2one
ENSG00000134198,ENSCAFG00000009732,ortholog_one2one
ENSG00000134215,ENSCAFG00000019951,ortholog_one2one
ENSG00000134243,ENSCAFG00000019835,ortholog_one2one
ENSG00000134253,ENSCAFG00000009851,ortholog_one2one
ENSG00000134533,ENSCAFG00000012854,ortholog_one2one
ENSG00000134755,ENSCAFG00000018085,ortholog_one2one
ENSG00000134758,ENSCAFG00000018017,ortholog_one2one
ENSG00000134900,ENSCAFG00000005950,ortholog_one2one
ENSG00000134909,ENSCAFG00000010235,ortholog_one2one
ENSG00000134955,ENSCAFG00000010949,ortholog_one2one
ENSG00000135018,ENSCAFG00000001435,ortholog_one2one
ENSG00000135069,ENSCAFG00000001570,ortholog_one2one
ENSG00000135108,ENSCAFG00000009303,ortholog_one2one
ENSG00000135111,ENSCAFG00000009216,ortholog_one2one
ENSG00000135119,ENSCAFG00000009290,ortholog_one2one
ENSG00000135540,ENSCAFG00000000275,ortholog_one2one
ENSG00000135541,ENSCAFG00000000234,ortholog_one2one
ENSG00000135549,ENSCAFG00000029950,ortholog_one2one
ENSG00000135679,ENSCAFG00000000418,ortholog_one2one
ENSG00000135824,ENSCAFG00000031083,ortholog_one2one
ENSG00000135905,ENSCAFG00000010292,ortholog_one2one
ENSG00000136021,ENSCAFG00000006752,ortholog_one2one
ENSG00000136110,ENSCAFG00000004829,ortholog_one2one
ENSG00000136238,ENSCAFG00000015716,ortholog_one2one
ENSG00000136244,ENSCAFG00000002733,ortholog_one2one
ENSG00000136450,ENSCAFG00000017430,ortholog_one2one
ENSG00000136527,ENSCAFG00000013345,ortholog_one2one
ENSG00000136531,ENSCAFG00000011130,ortholog_one2one
ENSG00000136854,ENSCAFG00000020125,ortholog_one2one
ENSG00000136932,ENSCAFG00000002460,ortholog_one2one
ENSG00000137075,ENSCAFG00000002315,ortholog_one2one
ENSG00000137098,ENSCAFG00000029463,ortholog_one2one
ENSG00000137409,ENSCAFG00000001441,ortholog_one2one
ENSG00000137486,ENSCAFG00000005415,ortholog_one2one
ENSG00000137720,ENSCAFG00000032110,ortholog_one2one
ENSG00000137822,ENSCAFG00000012088,ortholog_one2one
ENSG00000137944,ENSCAFG00000020207,ortholog_one2one
ENSG00000138030,ENSCAFG00000004673,ortholog_one2one
ENSG00000138031,ENSCAFG00000004090,ortholog_one2one
ENSG00000138073,ENSCAFG00000004688,ortholog_one2one
ENSG00000138207,ENSCAFG00000007893,ortholog_one2one
ENSG00000138380,ENSCAFG00000012545,ortholog_one2one
ENSG00000138411,ENSCAFG00000010673,ortholog_one2one
ENSG00000138430,ENSCAFG00000013178,ortholog_one2one
ENSG00000138592,ENSCAFG00000015145,ortholog_one2one
ENSG00000138660,ENSCAFG00000011643,ortholog_one2one
ENSG00000138675,ENSCAFG00000008886,ortholog_one2one
ENSG00000138684,ENSCAFG00000004004,ortholog_one2one
ENSG00000138757,ENSCAFG00000008371,ortholog_one2one
ENSG00000138769,ENSCAFG00000008344,ortholog_one2one
ENSG00000138823,ENSCAFG00000010540,ortholog_one2one
ENSG00000139219,ENSCAFG00000009059,ortholog_one2one
ENSG00000139546,ENSCAFG00000006874,ortholog_one2one
ENSG00000139915,ENSCAFG00000014164,ortholog_one2one
ENSG00000139970,ENSCAFG00000015578,ortholog_one2one
ENSG00000140105,ENSCAFG00000017906,ortholog_one2one
ENSG00000140299,ENSCAFG00000016676,ortholog_one2one
ENSG00000140395,ENSCAFG00000014230,ortholog_one2one
ENSG00000140455,ENSCAFG00000016993,ortholog_one2one
ENSG00000140632,ENSCAFG00000019152,ortholog_one2one
ENSG00000140682,ENSCAFG00000016896,ortholog_one2one
ENSG00000140795,ENSCAFG00000003680,ortholog_one2one
ENSG00000141052,ENSCAFG00000017863,ortholog_one2one
ENSG00000141298,ENSCAFG00000018965,ortholog_one2one
ENSG00000141551,ENSCAFG00000006059,ortholog_one2one
ENSG00000142273,ENSCAFG00000004651,ortholog_one2one
ENSG00000142459,ENSCAFG00000018316,ortholog_one2one
ENSG00000142528,ENSCAFG00000032305,ortholog_one2one
ENSG00000142920,ENSCAFG00000010369,ortholog_one2one
ENSG00000142945,ENSCAFG00000004770,ortholog_one2one
ENSG00000143156,ENSCAFG00000015252,ortholog_one2one
ENSG00000143171,ENSCAFG00000013336,ortholog_one2one
ENSG00000143365,ENSCAFG00000012884,ortholog_one2one
ENSG00000143376,ENSCAFG00000012737,ortholog_one2one
ENSG00000143452,ENSCAFG00000012075,ortholog_one2one
ENSG00000143486,ENSCAFG00000010261,ortholog_one2one
ENSG00000143545,ENSCAFG00000017389,ortholog_one2one
ENSG00000143627,ENSCAFG00000016959,ortholog_one2one
ENSG00000143882,ENSCAFG00000003464,ortholog_one2one
ENSG00000143952,ENSCAFG00000003153,ortholog_one2one
ENSG00000144057,ENSCAFG00000002080,ortholog_one2one
ENSG00000144283,ENSCAFG00000009361,ortholog_one2one
ENSG00000144451,ENSCAFG00000014259,ortholog_one2one
ENSG00000144554,ENSCAFG00000005182,ortholog_one2one
ENSG00000144619,ENSCAFG00000006013,ortholog_one2one
ENSG00000144711,ENSCAFG00000004358,ortholog_one2one
ENSG00000144744,ENSCAFG00000006548,ortholog_one2one
ENSG00000144802,ENSCAFG00000009634,ortholog_one2one
ENSG00000144935,ENSCAFG00000007935,ortholog_one2one
ENSG00000145016,ENSCAFG00000012767,ortholog_one2one
ENSG00000145198,ENSCAFG00000012429,ortholog_one2one
ENSG00000145217,ENSCAFG00000016706,ortholog_one2one
ENSG00000145247,ENSCAFG00000031331,ortholog_one2one
ENSG00000145506,ENSCAFG00000010833,ortholog_one2one
ENSG00000145623,ENSCAFG00000018648,ortholog_one2one
ENSG00000145741,ENSCAFG00000024456,ortholog_one2one
ENSG00000145888,ENSCAFG00000017827,ortholog_one2one
ENSG00000146205,ENSCAFG00000012881,ortholog_one2one
ENSG00000146950,ENSCAFG00000011388,ortholog_one2one
ENSG00000147041,ENSCAFG00000013969,ortholog_one2one
ENSG00000147081,ENSCAFG00000015984,ortholog_one2one
ENSG00000147162,ENSCAFG00000017134,ortholog_one2one
ENSG00000147231,ENSCAFG00000017914,ortholog_one2one
ENSG00000147481,ENSCAFG00000006708,ortholog_one2one
ENSG00000147601,ENSCAFG00000007975,ortholog_one2one
ENSG00000147650,ENSCAFG00000000677,ortholog_one2one
ENSG00000147799,ENSCAFG00000001669,ortholog_one2one
ENSG00000147955,ENSCAFG00000030020,ortholog_one2one
ENSG00000148057,ENSCAFG00000029948,ortholog_one2one
ENSG00000148297,ENSCAFG00000019760,ortholog_one2one
ENSG00000148408,ENSCAFG00000019380,ortholog_one2one
ENSG00000148429,ENSCAFG00000004866,ortholog_one2one
ENSG00000148700,ENSCAFG00000010696,ortholog_one2one
ENSG00000149177,ENSCAFG00000008279,ortholog_one2one
ENSG00000149182,ENSCAFG00000008903,ortholog_one2one
ENSG00000149451,ENSCAFG00000006234,ortholog_one2one
ENSG00000149600,ENSCAFG00000030371,ortholog_one2one
ENSG00000150281,ENSCAFG00000016723,ortholog_one2one
ENSG00000150551,ENSCAFG00000005000,ortholog_one2one
ENSG00000150627,ENSCAFG00000008450,ortholog_one2one
ENSG00000150637,ENSCAFG00000000038,ortholog_one2one
ENSG00000150676,ENSCAFG00000004494,ortholog_one2one
ENSG00000151136,ENSCAFG00000001793,ortholog_one2one
ENSG00000151233,ENSCAFG00000009790,ortholog_one2one
ENSG00000151364,ENSCAFG00000004848,ortholog_one2one
ENSG00000151422,ENSCAFG00000018573,ortholog_one2one
ENSG00000151445,ENSCAFG00000017204,ortholog_one2one
ENSG00000151612,ENSCAFG00000007698,ortholog_one2one
ENSG00000151704,ENSCAFG00000010259,ortholog_one2one
ENSG00000151746,ENSCAFG00000010619,ortholog_one2one
ENSG00000151892,ENSCAFG00000011782,ortholog_one2one
ENSG00000151917,ENSCAFG00000002447,ortholog_one2one
ENSG00000152254,ENSCAFG00000011872,ortholog_one2one
ENSG00000152492,ENSCAFG00000014058,ortholog_one2one
ENSG00000152582,ENSCAFG00000018767,ortholog_one2one
ENSG00000152939,ENSCAFG00000007797,ortholog_one2one
ENSG00000152952,ENSCAFG00000008101,ortholog_one2one
ENSG00000153551,ENSCAFG00000005397,ortholog_one2one
ENSG00000153560,ENSCAFG00000004598,ortholog_one2one
ENSG00000153563,ENSCAFG00000007464,ortholog_one2one
ENSG00000153815,ENSCAFG00000019997,ortholog_one2one
ENSG00000154133,ENSCAFG00000011022,ortholog_one2one
ENSG00000154153,ENSCAFG00000019100,ortholog_one2one
ENSG00000154582,ENSCAFG00000008152,ortholog_one2one
ENSG00000154589,ENSCAFG00000032483,ortholog_one2one
ENSG00000154813,ENSCAFG00000005881,ortholog_one2one
ENSG00000154914,ENSCAFG00000017439,ortholog_one2one
ENSG00000155111,ENSCAFG00000003902,ortholog_one2one
ENSG00000155363,ENSCAFG00000013454,ortholog_one2one
ENSG00000155749,ENSCAFG00000012188,ortholog_one2one
ENSG00000155755,ENSCAFG00000012317,ortholog_one2one
