sp1_gene_ID,sp2_gene_ID,homology_type
ENSMUSG00000052539,ENSCAFG00000013122,ortholog_one2one
ENSMUSG00000036819,ENSCAFG00000001187,ortholog_one2one
ENSMUSG00000022812,ENSCAFG00000011122,ortholog_one2one
ENSMUSG00000009470,ENSCAFG00000008081,ortholog_one2one
ENSMUSG00000022019,ENSCAFG00000023746,ortholog_one2one
ENSMUSG00000037730,ENSCAFG00000014700,ortholog_one2one
ENSMUSG00000021687,ENSCAFG00000032395,ortholog_one2one
ENSMUSG00000074604,ENSCAFG00000003702,ortholog_one2one
ENSMUSG00000059995,ENSCAFG00000014269,ortholog_one2one
ENSMUSG00000025878,ENSCAFG00000016547,ortholog_one2one
ENSMUSG00000031748,ENSCAFG00000009233,ortholog_one2one
ENSMUSG00000074570,ENSCAFG00000011920,ortholog_one2one
ENSMUSG00000024206,ENSCAFG00000018728,ortholog_one2one
ENSMUSG00000031508,ENSCAFG00000006095,ortholog_one2one
ENSMUSG00000032489,ENSCAFG00000013358,ortholog_one2one
ENSMUSG00000027357,ENSCAFG00000005934,ortholog_one2one
ENSMUSG00000029475,ENSCAFG00000008259,ortholog_one2one
ENSMUSG00000030795,ENSCAFG00000016862,ortholog_one2one
ENSMUSG00000009687,ENSCAFG00000024320,ortholog_one2one
ENSMUSG00000030374,ENSCAFG00000004226,ortholog_one2one
ENSMUSG00000029502,ENSCAFG00000006084,ortholog_one2one
ENSMUSG00000029406,ENSCAFG00000007616,ortholog_one2one
ENSMUSG00000020189,ENSCAFG00000005707,ortholog_one2one
ENSMUSG00000004085,ENSCAFG00000013140,ortholog_one2one
ENSMUSG00000040543,ENSCAFG00000015453,ortholog_one2one
ENSMUSG00000019647,ENSCAFG00000000192,ortholog_one2one
ENSMUSG00000027365,ENSCAFG00000015230,ortholog_one2one
ENSMUSG00000027298,ENSCAFG00000009632,ortholog_one2one
ENSMUSG00000027287,ENSCAFG00000011105,ortholog_one2one
ENSMUSG00000039239,ENSCAFG00000010815,ortholog_one2one
ENSMUSG00000004371,ENSCAFG00000002588,ortholog_one2one
ENSMUSG00000023992,ENSCAFG00000001586,ortholog_one2one
ENSMUSG00000020069,ENSCAFG00000013619,ortholog_one2one
ENSMUSG00000028576,ENSCAFG00000001706,ortholog_one2one
ENSMUSG00000026842,ENSCAFG00000019938,ortholog_one2one
ENSMUSG00000024713,ENSCAFG00000001690,ortholog_one2one
ENSMUSG00000030814,ENSCAFG00000016715,ortholog_one2one
ENSMUSG00000059208,ENSCAFG00000018524,ortholog_one2one
ENSMUSG00000079557,ENSCAFG00000018515,ortholog_one2one
ENSMUSG00000035863,ENSCAFG00000019698,ortholog_one2one
ENSMUSG00000022758,ENSCAFG00000015060,ortholog_one2one
ENSMUSG00000006378,ENSCAFG00000001456,ortholog_one2one
ENSMUSG00000021068,ENSCAFG00000014559,ortholog_one2one
ENSMUSG00000060073,ENSCAFG00000015287,ortholog_one2one
ENSMUSG00000041846,ENSCAFG00000017570,ortholog_one2one
ENSMUSG00000022212,ENSCAFG00000011767,ortholog_one2one
ENSMUSG00000038324,ENSCAFG00000007912,ortholog_one2one
ENSMUSG00000027634,ENSCAFG00000008593,ortholog_one2one
ENSMUSG00000047879,ENSCAFG00000018309,ortholog_one2one
ENSMUSG00000024049,ENSCAFG00000018478,ortholog_one2one
ENSMUSG00000031429,ENSCAFG00000018007,ortholog_one2one
ENSMUSG00000016327,ENSCAFG00000018484,ortholog_one2one
ENSMUSG00000023074,ENSCAFG00000018891,ortholog_one2one
ENSMUSG00000039231,ENSCAFG00000015545,ortholog_one2one
ENSMUSG00000025862,ENSCAFG00000018587,ortholog_one2one
ENSMUSG00000062949,ENSCAFG00000019020,ortholog_one2one
ENSMUSG00000016382,ENSCAFG00000018250,ortholog_one2one
ENSMUSG00000025597,ENSCAFG00000017445,ortholog_one2one
ENSMUSG00000025551,ENSCAFG00000005926,ortholog_one2one
ENSMUSG00000031497,ENSCAFG00000031735,ortholog_one2one
ENSMUSG00000047866,ENSCAFG00000010029,ortholog_one2one
ENSMUSG00000048400,ENSCAFG00000030756,ortholog_one2one
ENSMUSG00000031753,ENSCAFG00000020149,ortholog_one2one
ENSMUSG00000024182,ENSCAFG00000019684,ortholog_one2one
ENSMUSG00000031826,ENSCAFG00000019946,ortholog_one2one
ENSMUSG00000036636,ENSCAFG00000019565,ortholog_one2one
ENSMUSG00000022534,ENSCAFG00000024473,ortholog_one2one
ENSMUSG00000022684,ENSCAFG00000018791,ortholog_one2one
ENSMUSG00000030682,ENSCAFG00000032759,ortholog_one2one
ENSMUSG00000032204,ENSCAFG00000016556,ortholog_one2one
ENSMUSG00000041696,ENSCAFG00000017123,ortholog_one2one
ENSMUSG00000027534,ENSCAFG00000031007,ortholog_one2one
ENSMUSG00000030798,ENSCAFG00000003709,ortholog_one2one
ENSMUSG00000001909,ENSCAFG00000017070,ortholog_one2one
ENSMUSG00000074141,ENSCAFG00000003439,ortholog_one2one
ENSMUSG00000034758,ENSCAFG00000019300,ortholog_one2one
ENSMUSG00000053198,ENSCAFG00000005350,ortholog_one2one
ENSMUSG00000040563,ENSCAFG00000017423,ortholog_one2one
ENSMUSG00000020317,ENSCAFG00000019728,ortholog_one2one
ENSMUSG00000006335,ENSCAFG00000002701,ortholog_one2one
ENSMUSG00000019428,ENSCAFG00000014742,ortholog_one2one
ENSMUSG00000020659,ENSCAFG00000031990,ortholog_one2one
ENSMUSG00000000058,ENSCAFG00000003402,ortholog_one2one
ENSMUSG00000007655,ENSCAFG00000003404,ortholog_one2one
ENSMUSG00000029844,ENSCAFG00000002936,ortholog_one2one
ENSMUSG00000068748,ENSCAFG00000003510,ortholog_one2one
ENSMUSG00000063146,ENSCAFG00000011916,ortholog_one2one
ENSMUSG00000040731,ENSCAFG00000012019,ortholog_one2one
ENSMUSG00000029674,ENSCAFG00000012073,ortholog_one2one
ENSMUSG00000026817,ENSCAFG00000020105,ortholog_one2one
ENSMUSG00000026934,ENSCAFG00000019695,ortholog_one2one
ENSMUSG00000028416,ENSCAFG00000001844,ortholog_one2one
ENSMUSG00000025014,ENSCAFG00000008507,ortholog_one2one
ENSMUSG00000025188,ENSCAFG00000009367,ortholog_one2one
ENSMUSG00000040022,ENSCAFG00000011991,ortholog_one2one
ENSMUSG00000025231,ENSCAFG00000010221,ortholog_one2one
ENSMUSG00000020599,ENSCAFG00000011148,ortholog_one2one
ENSMUSG00000007646,ENSCAFG00000017560,ortholog_one2one
ENSMUSG00000020704,ENSCAFG00000018352,ortholog_one2one
ENSMUSG00000019173,ENSCAFG00000015629,ortholog_one2one
ENSMUSG00000031714,ENSCAFG00000003613,ortholog_one2one
ENSMUSG00000032021,ENSCAFG00000011705,ortholog_one2one
ENSMUSG00000036989,ENSCAFG00000006444,ortholog_one2one
ENSMUSG00000005610,ENSCAFG00000007666,ortholog_one2one
ENSMUSG00000059890,ENSCAFG00000012766,ortholog_one2one
ENSMUSG00000027180,ENSCAFG00000007148,ortholog_one2one
ENSMUSG00000024843,ENSCAFG00000010937,ortholog_one2one
ENSMUSG00000014418,ENSCAFG00000009161,ortholog_one2one
ENSMUSG00000041939,ENSCAFG00000010834,ortholog_one2one
ENSMUSG00000035948,ENSCAFG00000005820,ortholog_one2one
ENSMUSG00000037997,ENSCAFG00000015400,ortholog_one2one
ENSMUSG00000030346,ENSCAFG00000015342,ortholog_one2one
ENSMUSG00000042594,ENSCAFG00000008601,ortholog_one2one
ENSMUSG00000029428,ENSCAFG00000006694,ortholog_one2one
ENSMUSG00000044017,ENSCAFG00000006655,ortholog_one2one
ENSMUSG00000055531,ENSCAFG00000000424,ortholog_one2one
ENSMUSG00000038429,ENSCAFG00000014586,ortholog_one2one
ENSMUSG00000058022,ENSCAFG00000009785,ortholog_one2one
ENSMUSG00000028274,ENSCAFG00000003089,ortholog_one2one
ENSMUSG00000026147,ENSCAFG00000002589,ortholog_one2one
ENSMUSG00000023868,ENSCAFG00000000795,ortholog_one2one
ENSMUSG00000069255,ENSCAFG00000030984,ortholog_one2one
ENSMUSG00000038379,ENSCAFG00000002842,ortholog_one2one
ENSMUSG00000019143,ENSCAFG00000005905,ortholog_one2one
ENSMUSG00000020376,ENSCAFG00000024952,ortholog_one2one
ENSMUSG00000089678,ENSCAFG00000018790,ortholog_one2one
ENSMUSG00000040710,ENSCAFG00000007617,ortholog_one2one
ENSMUSG00000036391,ENSCAFG00000001034,ortholog_one2one
ENSMUSG00000005362,ENSCAFG00000029831,ortholog_one2one
ENSMUSG00000032527,ENSCAFG00000007170,ortholog_one2one
ENSMUSG00000021994,ENSCAFG00000029321,ortholog_one2one
ENSMUSG00000027699,ENSCAFG00000015455,ortholog_one2one
ENSMUSG00000022822,ENSCAFG00000012085,ortholog_one2one
ENSMUSG00000014554,ENSCAFG00000008747,ortholog_one2one
ENSMUSG00000001143,ENSCAFG00000002406,ortholog_one2one
ENSMUSG00000026166,ENSCAFG00000010505,ortholog_one2one
ENSMUSG00000029148,ENSCAFG00000004954,ortholog_one2one
ENSMUSG00000020315,ENSCAFG00000002744,ortholog_one2one
ENSMUSG00000004018,ENSCAFG00000002940,ortholog_one2one
ENSMUSG00000026104,ENSCAFG00000009797,ortholog_one2one
ENSMUSG00000026103,ENSCAFG00000009513,ortholog_one2one
ENSMUSG00000039323,ENSCAFG00000014490,ortholog_one2one
ENSMUSG00000056091,ENSCAFG00000007653,ortholog_one2one
ENSMUSG00000055027,ENSCAFG00000007437,ortholog_one2one
ENSMUSG00000026072,ENSCAFG00000002147,ortholog_one2one
ENSMUSG00000033684,ENSCAFG00000012717,ortholog_one2one
ENSMUSG00000040412,ENSCAFG00000019851,ortholog_one2one
ENSMUSG00000055436,ENSCAFG00000020423,ortholog_one2one
ENSMUSG00000036825,ENSCAFG00000020304,ortholog_one2one
ENSMUSG00000074182,ENSCAFG00000020273,ortholog_one2one
ENSMUSG00000041202,ENSCAFG00000015085,ortholog_one2one
ENSMUSG00000026577,ENSCAFG00000015247,ortholog_one2one
ENSMUSG00000040918,ENSCAFG00000015235,ortholog_one2one
ENSMUSG00000063406,ENSCAFG00000020146,ortholog_one2one
ENSMUSG00000026696,ENSCAFG00000014905,ortholog_one2one
ENSMUSG00000033342,ENSCAFG00000020057,ortholog_one2one
ENSMUSG00000032098,ENSCAFG00000012455,ortholog_one2one
ENSMUSG00000039753,ENSCAFG00000015321,ortholog_one2one
ENSMUSG00000027965,ENSCAFG00000019992,ortholog_one2one
ENSMUSG00000066643,ENSCAFG00000003791,ortholog_one2one
ENSMUSG00000028383,ENSCAFG00000003028,ortholog_one2one
ENSMUSG00000042523,ENSCAFG00000016858,ortholog_one2one
ENSMUSG00000028575,ENSCAFG00000024872,ortholog_one2one
ENSMUSG00000068039,ENSCAFG00000000732,ortholog_one2one
ENSMUSG00000009670,ENSCAFG00000016894,ortholog_one2one
ENSMUSG00000000094,ENSCAFG00000017740,ortholog_one2one
ENSMUSG00000022803,ENSCAFG00000030985,ortholog_one2one
ENSMUSG00000022698,ENSCAFG00000010694,ortholog_one2one
ENSMUSG00000021799,ENSCAFG00000015975,ortholog_one2one
ENSMUSG00000021792,ENSCAFG00000015861,ortholog_one2one
ENSMUSG00000028133,ENSCAFG00000028915,ortholog_one2one
ENSMUSG00000004980,ENSCAFG00000002885,ortholog_one2one
ENSMUSG00000037868,ENSCAFG00000013049,ortholog_one2one
ENSMUSG00000020078,ENSCAFG00000013827,ortholog_one2one
ENSMUSG00000030255,ENSCAFG00000011392,ortholog_one2one
ENSMUSG00000057672,ENSCAFG00000016316,ortholog_one2one
ENSMUSG00000021930,ENSCAFG00000004309,ortholog_one2one
ENSMUSG00000031425,ENSCAFG00000017811,ortholog_one2one
ENSMUSG00000031932,ENSCAFG00000031257,ortholog_one2one
ENSMUSG00000026209,ENSCAFG00000015399,ortholog_one2one
ENSMUSG00000039155,ENSCAFG00000012336,ortholog_one2one
ENSMUSG00000041115,ENSCAFG00000016179,ortholog_one2one
ENSMUSG00000020279,ENSCAFG00000023298,ortholog_one2one
ENSMUSG00000034744,ENSCAFG00000030475,ortholog_one2one
ENSMUSG00000064120,ENSCAFG00000001568,ortholog_one2one
ENSMUSG00000069833,ENSCAFG00000032525,ortholog_one2one
ENSMUSG00000003545,ENSCAFG00000004443,ortholog_one2one
ENSMUSG00000037025,ENSCAFG00000005168,ortholog_one2one
ENSMUSG00000027593,ENSCAFG00000007490,ortholog_one2one
ENSMUSG00000031444,ENSCAFG00000006258,ortholog_one2one
ENSMUSG00000066892,ENSCAFG00000023016,ortholog_one2one
ENSMUSG00000028649,ENSCAFG00000003120,ortholog_one2one
ENSMUSG00000006299,ENSCAFG00000014625,ortholog_one2one
ENSMUSG00000005907,ENSCAFG00000001977,ortholog_one2one
ENSMUSG00000034394,ENSCAFG00000030931,ortholog_one2one
ENSMUSG00000039629,ENSCAFG00000001515,ortholog_one2one
ENSMUSG00000068699,ENSCAFG00000001585,ortholog_one2one
ENSMUSG00000070880,ENSCAFG00000012560,ortholog_one2one
ENSMUSG00000058975,ENSCAFG00000009072,ortholog_one2one
ENSMUSG00000003309,ENSCAFG00000017746,ortholog_one2one
ENSMUSG00000031577,ENSCAFG00000006302,ortholog_one2one
ENSMUSG00000035835,ENSCAFG00000019679,ortholog_one2one
ENSMUSG00000020150,ENSCAFG00000019500,ortholog_one2one
ENSMUSG00000062300,ENSCAFG00000004626,ortholog_one2one
ENSMUSG00000034377,ENSCAFG00000000652,ortholog_one2one
ENSMUSG00000028977,ENSCAFG00000016771,ortholog_one2one
ENSMUSG00000096054,ENSCAFG00000000445,ortholog_one2one
ENSMUSG00000027482,ENSCAFG00000024734,ortholog_one2one
ENSMUSG00000035439,ENSCAFG00000015551,ortholog_one2one
ENSMUSG00000021892,ENSCAFG00000006024,ortholog_one2one
ENSMUSG00000060601,ENSCAFG00000003338,ortholog_one2one
ENSMUSG00000020917,ENSCAFG00000015818,ortholog_one2one
ENSMUSG00000029763,ENSCAFG00000001308,ortholog_one2one
ENSMUSG00000037519,ENSCAFG00000010544,ortholog_one2one
ENSMUSG00000061718,ENSCAFG00000016396,ortholog_one2one
ENSMUSG00000005483,ENSCAFG00000016286,ortholog_one2one
ENSMUSG00000000440,ENSCAFG00000004991,ortholog_one2one
ENSMUSG00000044221,ENSCAFG00000002922,ortholog_one2one
ENSMUSG00000034341,ENSCAFG00000004946,ortholog_one2one
ENSMUSG00000040483,ENSCAFG00000031602,ortholog_one2one
ENSMUSG00000031917,ENSCAFG00000029835,ortholog_one2one
ENSMUSG00000027273,ENSCAFG00000005662,ortholog_one2one
ENSMUSG00000062098,ENSCAFG00000030748,ortholog_one2one
ENSMUSG00000027303,ENSCAFG00000006460,ortholog_one2one
ENSMUSG00000005417,ENSCAFG00000018501,ortholog_one2one
ENSMUSG00000031434,ENSCAFG00000017953,ortholog_one2one
ENSMUSG00000031438,ENSCAFG00000017931,ortholog_one2one
ENSMUSG00000041654,ENSCAFG00000031583,ortholog_one2one
ENSMUSG00000056367,ENSCAFG00000004971,ortholog_one2one
ENSMUSG00000030306,ENSCAFG00000010821,ortholog_one2one
ENSMUSG00000024826,ENSCAFG00000013654,ortholog_one2one
ENSMUSG00000024513,ENSCAFG00000032711,ortholog_one2one
ENSMUSG00000027858,ENSCAFG00000009732,ortholog_one2one
ENSMUSG00000033721,ENSCAFG00000019951,ortholog_one2one
ENSMUSG00000068747,ENSCAFG00000019835,ortholog_one2one
ENSMUSG00000033233,ENSCAFG00000009851,ortholog_one2one
ENSMUSG00000030222,ENSCAFG00000012854,ortholog_one2one
ENSMUSG00000024331,ENSCAFG00000018085,ortholog_one2one
ENSMUSG00000024317,ENSCAFG00000018017,ortholog_one2one
ENSMUSG00000041763,ENSCAFG00000005950,ortholog_one2one
ENSMUSG00000041444,ENSCAFG00000010235,ortholog_one2one
ENSMUSG00000032122,ENSCAFG00000010949,ortholog_one2one
ENSMUSG00000005312,ENSCAFG00000001435,ortholog_one2one
ENSMUSG00000024640,ENSCAFG00000001570,ortholog_one2one
ENSMUSG00000032898,ENSCAFG00000009303,ortholog_one2one
ENSMUSG00000018604,ENSCAFG00000009216,ortholog_one2one
ENSMUSG00000032850,ENSCAFG00000009290,ortholog_one2one
ENSMUSG00000039835,ENSCAFG00000000275,ortholog_one2one
ENSMUSG00000019986,ENSCAFG00000000234,ortholog_one2one
ENSMUSG00000019876,ENSCAFG00000029950,ortholog_one2one
ENSMUSG00000020184,ENSCAFG00000000418,ortholog_one2one
ENSMUSG00000042671,ENSCAFG00000031083,ortholog_one2one
ENSMUSG00000038608,ENSCAFG00000010292,ortholog_one2one
ENSMUSG00000069539,ENSCAFG00000006752,ortholog_one2one
ENSMUSG00000022025,ENSCAFG00000004829,ortholog_one2one
ENSMUSG00000001847,ENSCAFG00000015716,ortholog_one2one
ENSMUSG00000025746,ENSCAFG00000002733,ortholog_one2one
ENSMUSG00000018379,ENSCAFG00000017430,ortholog_one2one
ENSMUSG00000022858,ENSCAFG00000013345,ortholog_one2one
ENSMUSG00000075318,ENSCAFG00000011130,ortholog_one2one
ENSMUSG00000026797,ENSCAFG00000020125,ortholog_one2one
ENSMUSG00000028331,ENSCAFG00000002460,ortholog_one2one
ENSMUSG00000035696,ENSCAFG00000002315,ortholog_one2one
ENSMUSG00000066196,ENSCAFG00000029463,ortholog_one2one
ENSMUSG00000024012,ENSCAFG00000001441,ortholog_one2one
ENSMUSG00000018909,ENSCAFG00000005415,ortholog_one2one
ENSMUSG00000037971,ENSCAFG00000032110,ortholog_one2one
ENSMUSG00000027263,ENSCAFG00000012088,ortholog_one2one
ENSMUSG00000040213,ENSCAFG00000020207,ortholog_one2one
ENSMUSG00000029162,ENSCAFG00000004673,ortholog_one2one
ENSMUSG00000020654,ENSCAFG00000004090,ortholog_one2one
ENSMUSG00000045302,ENSCAFG00000004688,ortholog_one2one
ENSMUSG00000024990,ENSCAFG00000007893,ortholog_one2one
ENSMUSG00000026017,ENSCAFG00000012545,ortholog_one2one
ENSMUSG00000042807,ENSCAFG00000010673,ortholog_one2one
ENSMUSG00000027108,ENSCAFG00000013178,ortholog_one2one
ENSMUSG00000027363,ENSCAFG00000015145,ortholog_one2one
ENSMUSG00000074238,ENSCAFG00000011643,ortholog_one2one
ENSMUSG00000029337,ENSCAFG00000008886,ortholog_one2one
ENSMUSG00000027718,ENSCAFG00000004004,ortholog_one2one
ENSMUSG00000029405,ENSCAFG00000008371,ortholog_one2one
ENSMUSG00000029403,ENSCAFG00000008344,ortholog_one2one
ENSMUSG00000028158,ENSCAFG00000010540,ortholog_one2one
ENSMUSG00000022483,ENSCAFG00000009059,ortholog_one2one
ENSMUSG00000023051,ENSCAFG00000006874,ortholog_one2one
ENSMUSG00000034912,ENSCAFG00000014164,ortholog_one2one
ENSMUSG00000021087,ENSCAFG00000015578,ortholog_one2one
ENSMUSG00000021266,ENSCAFG00000017906,ortholog_one2one
ENSMUSG00000011958,ENSCAFG00000016676,ortholog_one2one
ENSMUSG00000061559,ENSCAFG00000014230,ortholog_one2one
ENSMUSG00000032376,ENSCAFG00000016993,ortholog_one2one
ENSMUSG00000022536,ENSCAFG00000019152,ortholog_one2one
ENSMUSG00000030782,ENSCAFG00000016896,ortholog_one2one
ENSMUSG00000031698,ENSCAFG00000003680,ortholog_one2one
ENSMUSG00000020542,ENSCAFG00000017863,ortholog_one2one
ENSMUSG00000037926,ENSCAFG00000018965,ortholog_one2one
ENSMUSG00000025162,ENSCAFG00000006059,ortholog_one2one
ENSMUSG00000040525,ENSCAFG00000004651,ortholog_one2one
ENSMUSG00000011832,ENSCAFG00000018316,ortholog_one2one
ENSMUSG00000048012,ENSCAFG00000032305,ortholog_one2one
ENSMUSG00000028789,ENSCAFG00000010369,ortholog_one2one
ENSMUSG00000028678,ENSCAFG00000004770,ortholog_one2one
ENSMUSG00000026575,ENSCAFG00000015252,ortholog_one2one
ENSMUSG00000015843,ENSCAFG00000013336,ortholog_one2one
ENSMUSG00000028150,ENSCAFG00000012884,ortholog_one2one
ENSMUSG00000028136,ENSCAFG00000012737,ortholog_one2one
ENSMUSG00000028109,ENSCAFG00000012075,ortholog_one2one
ENSMUSG00000026427,ENSCAFG00000010261,ortholog_one2one
ENSMUSG00000027935,ENSCAFG00000017389,ortholog_one2one
ENSMUSG00000041237,ENSCAFG00000016959,ortholog_one2one
ENSMUSG00000020566,ENSCAFG00000003464,ortholog_one2one
ENSMUSG00000020128,ENSCAFG00000003153,ortholog_one2one
ENSMUSG00000024172,ENSCAFG00000002080,ortholog_one2one
ENSMUSG00000026991,ENSCAFG00000009361,ortholog_one2one
ENSMUSG00000053153,ENSCAFG00000014259,ortholog_one2one
ENSMUSG00000034023,ENSCAFG00000005182,ortholog_one2one
ENSMUSG00000064293,ENSCAFG00000006013,ortholog_one2one
ENSMUSG00000034312,ENSCAFG00000004358,ortholog_one2one
ENSMUSG00000030061,ENSCAFG00000006548,ortholog_one2one
ENSMUSG00000035356,ENSCAFG00000009634,ortholog_one2one
ENSMUSG00000032839,ENSCAFG00000007935,ortholog_one2one
ENSMUSG00000035629,ENSCAFG00000012767,ortholog_one2one
ENSMUSG00000046613,ENSCAFG00000012429,ortholog_one2one
ENSMUSG00000046959,ENSCAFG00000016706,ortholog_one2one
ENSMUSG00000029153,ENSCAFG00000031331,ortholog_one2one
ENSMUSG00000021567,ENSCAFG00000010833,ortholog_one2one
ENSMUSG00000022146,ENSCAFG00000018648,ortholog_one2one
ENSMUSG00000021660,ENSCAFG00000024456,ortholog_one2one
ENSMUSG00000000263,ENSCAFG00000017827,ortholog_one2one
ENSMUSG00000034107,ENSCAFG00000012881,ortholog_one2one
ENSMUSG00000045180,ENSCAFG00000011388,ortholog_one2one
ENSMUSG00000054453,ENSCAFG00000013969,ortholog_one2one
ENSMUSG00000050089,ENSCAFG00000015984,ortholog_one2one
ENSMUSG00000034160,ENSCAFG00000017134,ortholog_one2one
ENSMUSG00000042498,ENSCAFG00000017914,ortholog_one2one
ENSMUSG00000025909,ENSCAFG00000006708,ortholog_one2one
ENSMUSG00000025925,ENSCAFG00000007975,ortholog_one2one
ENSMUSG00000022305,ENSCAFG00000000677,ortholog_one2one
ENSMUSG00000033697,ENSCAFG00000001669,ortholog_one2one
ENSMUSG00000036078,ENSCAFG00000030020,ortholog_one2one
