sp1_gene_ID,sp2_gene_ID,homology_type
ENSG00000103194,ENSMUSG00000031826,ortholog_one2one
ENSG00000103249,ENSMUSG00000036636,ortholog_one2one
ENSG00000103313,ENSMUSG00000022534,ortholog_one2one
ENSG00000103429,ENSMUSG00000022684,ortholog_one2one
ENSG00000103502,ENSMUSG00000030682,ortholog_one2one
ENSG00000103569,ENSMUSG00000032204,ortholog_one2one
ENSG00000103710,ENSMUSG00000041696,ortholog_one2one
ENSG00000104497,ENSMUSG00000027534,ortholog_one2one
ENSG00000104894,ENSMUSG00000030798,ortholog_one2one
ENSG00000104907,ENSMUSG00000001909,ortholog_one2one
ENSG00000104951,ENSMUSG00000074141,ortholog_one2one
ENSG00000104953,ENSMUSG00000034758,ortholog_one2one
ENSG00000105227,ENSMUSG00000053198,ortholog_one2one
ENSG00000105520,ENSMUSG00000040563,ortholog_one2one
ENSG00000105549,ENSMUSG00000020317,ortholog_one2one
ENSG00000105619,ENSMUSG00000006335,ortholog_one2one
ENSG00000105701,ENSMUSG00000019428,ortholog_one2one
ENSG00000105879,ENSMUSG00000020659,ortholog_one2one
ENSG00000105971,ENSMUSG00000000058,ortholog_one2one
ENSG00000105974,ENSMUSG00000007655,ortholog_one2one
ENSG00000105991,ENSMUSG00000029844,ortholog_one2one
ENSG00000106278,ENSMUSG00000068748,ortholog_one2one
ENSG00000106665,ENSMUSG00000063146,ortholog_one2one
ENSG00000106682,ENSMUSG00000040731,ortholog_one2one
ENSG00000106683,ENSMUSG00000029674,ortholog_one2one
ENSG00000106992,ENSMUSG00000026817,ortholog_one2one
ENSG00000107187,ENSMUSG00000026934,ortholog_one2one
ENSG00000107262,ENSMUSG00000028416,ortholog_one2one
ENSG00000107447,ENSMUSG00000025014,ortholog_one2one
ENSG00000107521,ENSMUSG00000025188,ortholog_one2one
ENSG00000107560,ENSMUSG00000040022,ortholog_one2one
ENSG00000107882,ENSMUSG00000025231,ortholog_one2one
ENSG00000108370,ENSMUSG00000020599,ortholog_one2one
ENSG00000108384,ENSMUSG00000007646,ortholog_one2one
ENSG00000108684,ENSMUSG00000020704,ortholog_one2one
ENSG00000108774,ENSMUSG00000019173,ortholog_one2one
ENSG00000109458,ENSMUSG00000031714,ortholog_one2one
ENSG00000109943,ENSMUSG00000032021,ortholog_one2one
ENSG00000110171,ENSMUSG00000036989,ortholog_one2one
ENSG00000110321,ENSMUSG00000005610,ortholog_one2one
ENSG00000110344,ENSMUSG00000059890,ortholog_one2one
ENSG00000110429,ENSMUSG00000027180,ortholog_one2one
ENSG00000110721,ENSMUSG00000024843,ortholog_one2one
ENSG00000110756,ENSMUSG00000014418,ortholog_one2one
ENSG00000110921,ENSMUSG00000041939,ortholog_one2one
ENSG00000111058,ENSMUSG00000035948,ortholog_one2one
ENSG00000111224,ENSMUSG00000037997,ortholog_one2one
ENSG00000111247,ENSMUSG00000030346,ortholog_one2one
ENSG00000111252,ENSMUSG00000042594,ortholog_one2one
ENSG00000111450,ENSMUSG00000029428,ortholog_one2one
ENSG00000111452,ENSMUSG00000044017,ortholog_one2one
ENSG00000111605,ENSMUSG00000055531,ortholog_one2one
ENSG00000111667,ENSMUSG00000038429,ortholog_one2one
ENSG00000111863,ENSMUSG00000058022,ortholog_one2one
ENSG00000111880,ENSMUSG00000028274,ortholog_one2one
ENSG00000112280,ENSMUSG00000026147,ortholog_one2one
ENSG00000112541,ENSMUSG00000023868,ortholog_one2one
ENSG00000112679,ENSMUSG00000069255,ortholog_one2one
ENSG00000112742,ENSMUSG00000038379,ortholog_one2one
ENSG00000112855,ENSMUSG00000019143,ortholog_one2one
ENSG00000113269,ENSMUSG00000020376,ortholog_one2one
ENSG00000113492,ENSMUSG00000089678,ortholog_one2one
ENSG00000113532,ENSMUSG00000040710,ortholog_one2one
ENSG00000113615,ENSMUSG00000036391,ortholog_one2one
ENSG00000113851,ENSMUSG00000005362,ortholog_one2one
ENSG00000114054,ENSMUSG00000032527,ortholog_one2one
ENSG00000114251,ENSMUSG00000021994,ortholog_one2one
ENSG00000114346,ENSMUSG00000027699,ortholog_one2one
ENSG00000114770,ENSMUSG00000022822,ortholog_one2one
ENSG00000114956,ENSMUSG00000014554,ortholog_one2one
ENSG00000114988,ENSMUSG00000001143,ortholog_one2one
ENSG00000115009,ENSMUSG00000026166,ortholog_one2one
ENSG00000115216,ENSMUSG00000029148,ortholog_one2one
ENSG00000115306,ENSMUSG00000020315,ortholog_one2one
ENSG00000115392,ENSMUSG00000004018,ortholog_one2one
ENSG00000115415,ENSMUSG00000026104,ortholog_one2one
ENSG00000115419,ENSMUSG00000026103,ortholog_one2one
ENSG00000115457,ENSMUSG00000039323,ortholog_one2one
ENSG00000115525,ENSMUSG00000056091,ortholog_one2one
ENSG00000115593,ENSMUSG00000055027,ortholog_one2one
ENSG00000115594,ENSMUSG00000026072,ortholog_one2one
ENSG00000116260,ENSMUSG00000033684,ortholog_one2one
ENSG00000116299,ENSMUSG00000040412,ortholog_one2one
ENSG00000116754,ENSMUSG00000055436,ortholog_one2one
ENSG00000117155,ENSMUSG00000036825,ortholog_one2one
ENSG00000117174,ENSMUSG00000074182,ortholog_one2one
ENSG00000117215,ENSMUSG00000041202,ortholog_one2one
ENSG00000117475,ENSMUSG00000026577,ortholog_one2one
ENSG00000117479,ENSMUSG00000040918,ortholog_one2one
ENSG00000117500,ENSMUSG00000063406,ortholog_one2one
ENSG00000117533,ENSMUSG00000026696,ortholog_one2one
ENSG00000117598,ENSMUSG00000033342,ortholog_one2one
ENSG00000118094,ENSMUSG00000032098,ortholog_one2one
ENSG00000118564,ENSMUSG00000039753,ortholog_one2one
ENSG00000118733,ENSMUSG00000027965,ortholog_one2one
ENSG00000118965,ENSMUSG00000066643,ortholog_one2one
ENSG00000119471,ENSMUSG00000028383,ortholog_one2one
ENSG00000119661,ENSMUSG00000042523,ortholog_one2one
ENSG00000120160,ENSMUSG00000028575,ortholog_one2one
ENSG00000120438,ENSMUSG00000068039,ortholog_one2one
ENSG00000120498,ENSMUSG00000009670,ortholog_one2one
ENSG00000121075,ENSMUSG00000000094,ortholog_one2one
ENSG00000121577,ENSMUSG00000022803,ortholog_one2one
ENSG00000121579,ENSMUSG00000022698,ortholog_one2one
ENSG00000122375,ENSMUSG00000021799,ortholog_one2one
ENSG00000122378,ENSMUSG00000021792,ortholog_one2one
ENSG00000122481,ENSMUSG00000028133,ortholog_one2one
ENSG00000122566,ENSMUSG00000004980,ortholog_one2one
ENSG00000122877,ENSMUSG00000037868,ortholog_one2one
ENSG00000122958,ENSMUSG00000020078,ortholog_one2one
ENSG00000123096,ENSMUSG00000030255,ortholog_one2one
ENSG00000123143,ENSMUSG00000057672,ortholog_one2one
ENSG00000123178,ENSMUSG00000021930,ortholog_one2one
ENSG00000123560,ENSMUSG00000031425,ortholog_one2one
ENSG00000123901,ENSMUSG00000031932,ortholog_one2one
ENSG00000123992,ENSMUSG00000026209,ortholog_one2one
ENSG00000124215,ENSMUSG00000039155,ortholog_one2one
ENSG00000124313,ENSMUSG00000041115,ortholog_one2one
ENSG00000124334,ENSMUSG00000020279,ortholog_one2one
ENSG00000124357,ENSMUSG00000034744,ortholog_one2one
ENSG00000124615,ENSMUSG00000064120,ortholog_one2one
ENSG00000124942,ENSMUSG00000069833,ortholog_one2one
ENSG00000125740,ENSMUSG00000003545,ortholog_one2one
ENSG00000125798,ENSMUSG00000037025,ortholog_one2one
ENSG00000125970,ENSMUSG00000027593,ortholog_one2one
ENSG00000126218,ENSMUSG00000031444,ortholog_one2one
ENSG00000127452,ENSMUSG00000066892,ortholog_one2one
ENSG00000127603,ENSMUSG00000028649,ortholog_one2one
ENSG00000127837,ENSMUSG00000006299,ortholog_one2one
ENSG00000127980,ENSMUSG00000005907,ortholog_one2one
ENSG00000128342,ENSMUSG00000034394,ortholog_one2one
ENSG00000128578,ENSMUSG00000039629,ortholog_one2one
ENSG00000128591,ENSMUSG00000068699,ortholog_one2one
ENSG00000128683,ENSMUSG00000070880,ortholog_one2one
ENSG00000129159,ENSMUSG00000058975,ortholog_one2one
ENSG00000129354,ENSMUSG00000003309,ortholog_one2one
ENSG00000129696,ENSMUSG00000031577,ortholog_one2one
ENSG00000129951,ENSMUSG00000035835,ortholog_one2one
ENSG00000130005,ENSMUSG00000020150,ortholog_one2one
ENSG00000130202,ENSMUSG00000062300,ortholog_one2one
ENSG00000130338,ENSMUSG00000034377,ortholog_one2one
ENSG00000130940,ENSMUSG00000028977,ortholog_one2one
ENSG00000131018,ENSMUSG00000096054,ortholog_one2one
ENSG00000131059,ENSMUSG00000027482,ortholog_one2one
ENSG00000131351,ENSMUSG00000035439,ortholog_one2one
ENSG00000131370,ENSMUSG00000021892,ortholog_one2one
ENSG00000131408,ENSMUSG00000060601,ortholog_one2one
ENSG00000131473,ENSMUSG00000020917,ortholog_one2one
ENSG00000131558,ENSMUSG00000029763,ortholog_one2one
ENSG00000131626,ENSMUSG00000037519,ortholog_one2one
ENSG00000131771,ENSMUSG00000061718,ortholog_one2one
ENSG00000132002,ENSMUSG00000005483,ortholog_one2one
ENSG00000132170,ENSMUSG00000000440,ortholog_one2one
ENSG00000132463,ENSMUSG00000044221,ortholog_one2one
ENSG00000132471,ENSMUSG00000034341,ortholog_one2one
ENSG00000132530,ENSMUSG00000040483,ortholog_one2one
ENSG00000132603,ENSMUSG00000031917,ortholog_one2one
ENSG00000132639,ENSMUSG00000027273,ortholog_one2one
ENSG00000132640,ENSMUSG00000062098,ortholog_one2one
ENSG00000132670,ENSMUSG00000027303,ortholog_one2one
ENSG00000133030,ENSMUSG00000005417,ortholog_one2one
ENSG00000133131,ENSMUSG00000031434,ortholog_one2one
ENSG00000133135,ENSMUSG00000031438,ortholog_one2one
ENSG00000133195,ENSMUSG00000041654,ortholog_one2one
ENSG00000133627,ENSMUSG00000056367,ortholog_one2one
ENSG00000133687,ENSMUSG00000030306,ortholog_one2one
ENSG00000133884,ENSMUSG00000024826,ortholog_one2one
ENSG00000134046,ENSMUSG00000024513,ortholog_one2one
ENSG00000134198,ENSMUSG00000027858,ortholog_one2one
ENSG00000134215,ENSMUSG00000033721,ortholog_one2one
ENSG00000134243,ENSMUSG00000068747,ortholog_one2one
ENSG00000134253,ENSMUSG00000033233,ortholog_one2one
ENSG00000134533,ENSMUSG00000030222,ortholog_one2one
ENSG00000134755,ENSMUSG00000024331,ortholog_one2one
ENSG00000134758,ENSMUSG00000024317,ortholog_one2one
ENSG00000134900,ENSMUSG00000041763,ortholog_one2one
ENSG00000134909,ENSMUSG00000041444,ortholog_one2one
ENSG00000134955,ENSMUSG00000032122,ortholog_one2one
ENSG00000135018,ENSMUSG00000005312,ortholog_one2one
ENSG00000135069,ENSMUSG00000024640,ortholog_one2one
ENSG00000135108,ENSMUSG00000032898,ortholog_one2one
ENSG00000135111,ENSMUSG00000018604,ortholog_one2one
ENSG00000135119,ENSMUSG00000032850,ortholog_one2one
ENSG00000135540,ENSMUSG00000039835,ortholog_one2one
ENSG00000135541,ENSMUSG00000019986,ortholog_one2one
ENSG00000135549,ENSMUSG00000019876,ortholog_one2one
ENSG00000135679,ENSMUSG00000020184,ortholog_one2one
ENSG00000135824,ENSMUSG00000042671,ortholog_one2one
ENSG00000135905,ENSMUSG00000038608,ortholog_one2one
ENSG00000136021,ENSMUSG00000069539,ortholog_one2one
ENSG00000136110,ENSMUSG00000022025,ortholog_one2one
ENSG00000136238,ENSMUSG00000001847,ortholog_one2one
ENSG00000136244,ENSMUSG00000025746,ortholog_one2one
ENSG00000136450,ENSMUSG00000018379,ortholog_one2one
ENSG00000136527,ENSMUSG00000022858,ortholog_one2one
ENSG00000136531,ENSMUSG00000075318,ortholog_one2one
ENSG00000136854,ENSMUSG00000026797,ortholog_one2one
ENSG00000136932,ENSMUSG00000028331,ortholog_one2one
ENSG00000137075,ENSMUSG00000035696,ortholog_one2one
ENSG00000137098,ENSMUSG00000066196,ortholog_one2one
ENSG00000137409,ENSMUSG00000024012,ortholog_one2one
ENSG00000137486,ENSMUSG00000018909,ortholog_one2one
ENSG00000137720,ENSMUSG00000037971,ortholog_one2one
ENSG00000137822,ENSMUSG00000027263,ortholog_one2one
ENSG00000137944,ENSMUSG00000040213,ortholog_one2one
ENSG00000138030,ENSMUSG00000029162,ortholog_one2one
ENSG00000138031,ENSMUSG00000020654,ortholog_one2one
ENSG00000138073,ENSMUSG00000045302,ortholog_one2one
ENSG00000138207,ENSMUSG00000024990,ortholog_one2one
ENSG00000138380,ENSMUSG00000026017,ortholog_one2one
ENSG00000138411,ENSMUSG00000042807,ortholog_one2one
ENSG00000138430,ENSMUSG00000027108,ortholog_one2one
ENSG00000138592,ENSMUSG00000027363,ortholog_one2one
ENSG00000138660,ENSMUSG00000074238,ortholog_one2one
ENSG00000138675,ENSMUSG00000029337,ortholog_one2one
ENSG00000138684,ENSMUSG00000027718,ortholog_one2one
ENSG00000138757,ENSMUSG00000029405,ortholog_one2one
ENSG00000138769,ENSMUSG00000029403,ortholog_one2one
ENSG00000138823,ENSMUSG00000028158,ortholog_one2one
ENSG00000139219,ENSMUSG00000022483,ortholog_one2one
ENSG00000139546,ENSMUSG00000023051,ortholog_one2one
ENSG00000139915,ENSMUSG00000034912,ortholog_one2one
ENSG00000139970,ENSMUSG00000021087,ortholog_one2one
ENSG00000140105,ENSMUSG00000021266,ortholog_one2one
ENSG00000140299,ENSMUSG00000011958,ortholog_one2one
ENSG00000140395,ENSMUSG00000061559,ortholog_one2one
ENSG00000140455,ENSMUSG00000032376,ortholog_one2one
ENSG00000140632,ENSMUSG00000022536,ortholog_one2one
ENSG00000140682,ENSMUSG00000030782,ortholog_one2one
ENSG00000140795,ENSMUSG00000031698,ortholog_one2one
ENSG00000141052,ENSMUSG00000020542,ortholog_one2one
ENSG00000141298,ENSMUSG00000037926,ortholog_one2one
ENSG00000141551,ENSMUSG00000025162,ortholog_one2one
ENSG00000142273,ENSMUSG00000040525,ortholog_one2one
ENSG00000142459,ENSMUSG00000011832,ortholog_one2one
ENSG00000142528,ENSMUSG00000048012,ortholog_one2one
ENSG00000142920,ENSMUSG00000028789,ortholog_one2one
ENSG00000142945,ENSMUSG00000028678,ortholog_one2one
ENSG00000143156,ENSMUSG00000026575,ortholog_one2one
ENSG00000143171,ENSMUSG00000015843,ortholog_one2one
ENSG00000143365,ENSMUSG00000028150,ortholog_one2one
ENSG00000143376,ENSMUSG00000028136,ortholog_one2one
ENSG00000143452,ENSMUSG00000028109,ortholog_one2one
ENSG00000143486,ENSMUSG00000026427,ortholog_one2one
ENSG00000143545,ENSMUSG00000027935,ortholog_one2one
ENSG00000143627,ENSMUSG00000041237,ortholog_one2one
ENSG00000143882,ENSMUSG00000020566,ortholog_one2one
ENSG00000143952,ENSMUSG00000020128,ortholog_one2one
ENSG00000144057,ENSMUSG00000024172,ortholog_one2one
ENSG00000144283,ENSMUSG00000026991,ortholog_one2one
ENSG00000144451,ENSMUSG00000053153,ortholog_one2one
ENSG00000144554,ENSMUSG00000034023,ortholog_one2one
ENSG00000144619,ENSMUSG00000064293,ortholog_one2one
ENSG00000144711,ENSMUSG00000034312,ortholog_one2one
ENSG00000144744,ENSMUSG00000030061,ortholog_one2one
ENSG00000144802,ENSMUSG00000035356,ortholog_one2one
ENSG00000144935,ENSMUSG00000032839,ortholog_one2one
ENSG00000145016,ENSMUSG00000035629,ortholog_one2one
ENSG00000145198,ENSMUSG00000046613,ortholog_one2one
ENSG00000145217,ENSMUSG00000046959,ortholog_one2one
ENSG00000145247,ENSMUSG00000029153,ortholog_one2one
ENSG00000145506,ENSMUSG00000021567,ortholog_one2one
ENSG00000145623,ENSMUSG00000022146,ortholog_one2one
ENSG00000145741,ENSMUSG00000021660,ortholog_one2one
ENSG00000145888,ENSMUSG00000000263,ortholog_one2one
ENSG00000146205,ENSMUSG00000034107,ortholog_one2one
ENSG00000146950,ENSMUSG00000045180,ortholog_one2one
ENSG00000147041,ENSMUSG00000054453,ortholog_one2one
ENSG00000147081,ENSMUSG00000050089,ortholog_one2one
ENSG00000147162,ENSMUSG00000034160,ortholog_one2one
ENSG00000147231,ENSMUSG00000042498,ortholog_one2one
ENSG00000147481,ENSMUSG00000025909,ortholog_one2one
ENSG00000147601,ENSMUSG00000025925,ortholog_one2one
ENSG00000147650,ENSMUSG00000022305,ortholog_one2one
ENSG00000147799,ENSMUSG00000033697,ortholog_one2one
ENSG00000147955,ENSMUSG00000036078,ortholog_one2one
ENSG00000148057,ENSMUSG00000050002,ortholog_one2one
ENSG00000148297,ENSMUSG00000015776,ortholog_one2one
ENSG00000148408,ENSMUSG00000004113,ortholog_one2one
ENSG00000148429,ENSMUSG00000039046,ortholog_one2one
ENSG00000148700,ENSMUSG00000025026,ortholog_one2one
ENSG00000149177,ENSMUSG00000025314,ortholog_one2one
ENSG00000149182,ENSMUSG00000027255,ortholog_one2one
ENSG00000149451,ENSMUSG00000027318,ortholog_one2one
ENSG00000149600,ENSMUSG00000056941,ortholog_one2one
ENSG00000150281,ENSMUSG00000042340,ortholog_one2one
ENSG00000150551,ENSMUSG00000026344,ortholog_one2one
ENSG00000150627,ENSMUSG00000039375,ortholog_one2one
ENSG00000150637,ENSMUSG00000034028,ortholog_one2one
ENSG00000150676,ENSMUSG00000030617,ortholog_one2one
ENSG00000151136,ENSMUSG00000020042,ortholog_one2one
ENSG00000151233,ENSMUSG00000036197,ortholog_one2one
ENSG00000151364,ENSMUSG00000051727,ortholog_one2one
ENSG00000151422,ENSMUSG00000000127,ortholog_one2one
ENSG00000151445,ENSMUSG00000021038,ortholog_one2one
ENSG00000151612,ENSMUSG00000071064,ortholog_one2one
ENSG00000151704,ENSMUSG00000041248,ortholog_one2one
ENSG00000151746,ENSMUSG00000003452,ortholog_one2one
ENSG00000151892,ENSMUSG00000025089,ortholog_one2one
ENSG00000151917,ENSMUSG00000042182,ortholog_one2one
ENSG00000152254,ENSMUSG00000005232,ortholog_one2one
ENSG00000152492,ENSMUSG00000038127,ortholog_one2one
ENSG00000152582,ENSMUSG00000072663,ortholog_one2one
ENSG00000152939,ENSMUSG00000021636,ortholog_one2one
ENSG00000152952,ENSMUSG00000032374,ortholog_one2one
ENSG00000153551,ENSMUSG00000032436,ortholog_one2one
ENSG00000153560,ENSMUSG00000009741,ortholog_one2one
ENSG00000153563,ENSMUSG00000053977,ortholog_one2one
ENSG00000153815,ENSMUSG00000034390,ortholog_one2one
ENSG00000154133,ENSMUSG00000032125,ortholog_one2one
ENSG00000154153,ENSMUSG00000022270,ortholog_one2one
ENSG00000154582,ENSMUSG00000079658,ortholog_one2one
ENSG00000154589,ENSMUSG00000025779,ortholog_one2one
ENSG00000154813,ENSMUSG00000021905,ortholog_one2one
ENSG00000154914,ENSMUSG00000020905,ortholog_one2one
ENSG00000155111,ENSMUSG00000038481,ortholog_one2one
ENSG00000155363,ENSMUSG00000002227,ortholog_one2one
ENSG00000155749,ENSMUSG00000047528,ortholog_one2one
ENSG00000155755,ENSMUSG00000038079,ortholog_one2one
