2	32416137	32430747	CGAMUSTENST00000432073	0	-	32416137	32430747	0	10	185,151,168,108,153,159,112,88,127,219,	0,271,954,1208,1586,2910,4167,5165,5335,14391,	2	32416137	32430747	ENSMUST00000113308	0	-	32416137	32430747	0	10	185,151,168,108,153,159,112,88,127,219,	0,271,954,1208,1586,2910,4167,5165,5335,14391,	1470
2	91766565	91917823	CGAMUSTENST00000534300	0	+	91766565	91917823	0	16	135,59,184,173,67,1457,87,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,38458,57894,58686,109150,119035,120258,133932,143731,144848,150761,	2	91766565	91917823	ENSMUST00000111316	0	+	91766565	91917823	0	16	135,59,184,173,67,1457,87,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,38458,57894,58686,109150,119035,120258,133932,143731,144848,150761,	3723
2	91766565	91917823	CGAMUSTENST00000533727	0	+	91766565	91917823	0	17	135,59,184,173,67,147,1037,180,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,6145,43464,57894,58686,109150,119035,120258,133932,143731,144848,150761,	2	91766565	91917823	ENSMUST00000111317	0	+	91766565	91917823	0	17	135,59,184,173,67,147,1037,180,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,6145,43464,57894,58686,109150,119035,120258,133932,143731,144848,150761,	3543
2	91766565	91917823	CGAMUSTENST00000533727	0	+	91766565	91917823	0	17	135,59,184,173,67,147,1037,180,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,6145,43464,57894,58686,109150,119035,120258,133932,143731,144848,150761,	2	91766565	91917823	ENSMUST00000045699	0	+	91766565	91917823	0	17	135,59,184,173,67,147,1037,180,81,101,111,189,155,140,93,194,497,	0,491,1124,2349,4345,5725,6145,43464,57894,58686,109150,119035,120258,133932,143731,144848,150761,	3543
3	82838448	82866636	CGAMUSTENST00000510397	0	-	82838448	82866636	0	4	11,783,468,151,	0,25456,26756,28037,	3	82838448	82866636	ENSMUST00000182637	0	-	82838448	82866636	0	4	11,783,468,151,	0,25456,26756,28037,	1413
3	89167034	89176579	CGAMUSTENST00000368361	0	+	89167034	89176579	0	12	170,229,88,67,117,167,95,130,83,80,91,186,	0,1660,2580,3014,3258,6342,7162,7910,8123,8357,8610,9359,	3	89167034	89176579	ENSMUST00000121931	0	+	89167034	89176579	0	12	170,229,88,67,117,167,95,130,83,80,91,186,	0,1660,2580,3014,3258,6342,7162,7910,8123,8357,8610,9359,	1503
3	89272491	89279542	CGAMUSTENST00000368406	0	-	89272491	89279542	0	4	113,51,296,92,	0,280,3638,6959,	3	89272491	89279542	ENSMUST00000118860	0	-	89272491	89279542	0	4	113,51,296,92,	0,280,3638,6959,	552
3	131111471	131204967	CGAMUSTENST00000438313	0	+	131111471	131204967	0	10	207,67,134,133,91,123,163,108,49,35,	0,2384,3941,73171,77863,81657,83153,88823,92784,93461,	3	131111471	131204967	ENSMUST00000066849	0	+	131111471	131204967	0	10	207,67,134,133,91,123,163,108,49,35,	0,2384,3941,73171,77863,81657,83153,88823,92784,93461,	1110
4	102760555	102970079	CGAMUSTENST00000371037	0	+	102760555	102970079	0	25	10,64,25,72,57,55,176,12,12,25,52,86,93,75,498,125,127,60,112,156,133,203,65,165,23,	0,92327,100214,103106,107084,109198,109993,139970,145009,148252,149182,150903,154503,158225,160466,166905,168230,173990,195543,201819,203985,205593,207055,207615,209501,	4	102760555	102970079	ENSMUST00000106882	0	+	102760555	102970079	0	25	10,64,25,72,57,55,176,12,12,25,52,86,93,75,498,125,127,60,112,156,133,203,65,165,23,	0,92327,100214,103106,107084,109198,109993,139970,145009,148252,149182,150903,154503,158225,160466,166905,168230,173990,195543,201819,203985,205593,207055,207615,209501,	2481
4	132358268	132397997	CGAMUSTENST00000373836	0	-	132358268	132397997	0	13	16,77,138,62,56,154,182,595,375,159,81,174,46,	0,2206,3309,5462,7306,9633,11465,12257,18911,20136,25013,28623,39683,	4	132358268	132397997	ENSMUST00000084249	0	-	132358268	132397997	0	13	16,77,138,62,56,154,182,595,375,159,81,174,46,	0,2206,3309,5462,7306,9633,11465,12257,18911,20136,25013,28623,39683,	2115
5	81310024	81794324	CGAMUSTENST00000512091	0	+	81310024	81794324	0	24	55,214,110,15,801,81,303,104,186,39,184,123,209,177,210,221,67,92,27,169,126,97,52,61,	0,77750,155170,199699,201959,250838,336385,338604,350237,353361,378484,379540,383468,384426,414037,416644,429002,431030,447961,450602,456113,461559,482336,484239,	5	81310024	81794324	ENSMUST00000120128	0	+	81310024	81794324	0	24	55,214,110,15,801,81,303,104,186,39,184,123,209,177,210,221,67,92,27,169,126,97,52,61,	0,77750,155170,199699,201959,250838,336385,338604,350237,353361,378484,379540,383468,384426,414037,416644,429002,431030,447961,450602,456113,461559,482336,484239,	3723
5	112422008	112576868	CGAMUSTENST00000248933	0	-	112422008	112576868	0	17	30,103,115,33,195,192,195,197,139,195,167,166,186,193,134,558,97,	0,2614,3605,4717,6367,14274,16393,18805,39138,40846,42564,43937,49588,50722,51409,53020,154763,	5	112422008	112576868	ENSMUST00000212480	0	-	112422008	112576868	0	17	30,103,115,33,195,192,195,197,139,195,167,166,186,193,134,558,97,	0,2614,3605,4717,6367,14274,16393,18805,39138,40846,42564,43937,49588,50722,51409,53020,154763,	2895
5	145167356	145181204	CGAMUSTENST00000292476	0	+	145167356	145181204	0	8	103,51,153,96,94,73,171,69,	0,3158,5950,8200,8754,9873,11401,13779,	5	145167356	145181204	ENSMUST00000160422	0	+	145167356	145181204	0	8	103,51,153,96,94,73,171,69,	0,3158,5950,8200,8754,9873,11401,13779,	810
6	84008914	84210831	CGAMUSTENST00000429174	0	+	84008914	84210831	0	56	88,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,87562,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,148224,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6	84008914	84210831	ENSMUST00000153860	0	+	84008914	84210831	0	56	88,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,87562,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,148224,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6312
6	84008914	84210831	CGAMUSTENST00000258104	0	+	84008914	84210831	0	55	88,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,87562,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6	84008914	84210831	ENSMUST00000113821	0	+	84008914	84210831	0	55	88,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,87562,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6249
6	84008914	84210831	CGAMUSTENST00000409582	0	+	84008914	84210831	0	56	88,56,92,106,115,93,212,129,63,51,31,116,127,104,69,44,83,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55556,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,148224,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6	84008914	84210831	ENSMUST00000204591	0	+	84008914	84210831	0	56	88,56,92,106,115,93,212,129,63,51,31,116,127,104,69,44,83,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,28319,30591,49504,54406,55556,55961,58029,58539,59138,61258,61964,63718,64947,74801,74999,78877,88793,89238,90501,91239,92948,97895,99132,102941,103152,104370,104684,105061,107133,120556,121201,128303,131096,131742,133008,140760,140959,142969,143418,148224,170757,177043,177438,179290,180769,181840,183981,185404,185750,186263,190833,194268,196869,198178,201878,	6363
6	84019517	84210831	CGAMUSTENST00000409744	0	+	84019517	84210831	0	55	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,137621,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6	84019517	84210831	ENSMUST00000204354	0	+	84019517	84210831	0	55	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,137621,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6273
6	84019517	84210831	CGAMUSTENST00000409366	0	+	84019517	84210831	0	56	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,137621,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6	84019517	84210831	ENSMUST00000204987	0	+	84019517	84210831	0	56	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,63,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,137621,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6315
6	84019517	84210831	CGAMUSTENST00000394120	0	+	84019517	84210831	0	55	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6	84019517	84210831	ENSMUST00000089595	0	+	84019517	84210831	0	55	91,56,92,106,115,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6252
6	84019517	84210831	CGAMUSTENST00000409651	0	+	84019517	84210831	0	56	91,56,92,106,115,93,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,44953,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6	84019517	84210831	ENSMUST00000203695	0	+	84019517	84210831	0	56	91,56,92,106,115,93,212,129,63,51,31,116,127,104,69,44,83,42,116,114,178,125,107,193,156,132,167,115,106,143,174,94,78,182,141,30,30,102,162,166,77,99,129,156,92,171,143,140,89,96,142,100,179,110,148,39,	0,17716,19988,38901,43803,44953,45358,47426,47936,48535,50655,51361,53115,54344,64198,64396,68274,76959,78190,78635,79898,80636,82345,87292,88529,92338,92549,93767,94081,94458,96530,109953,110598,117700,120493,121139,122405,130157,130356,132366,132815,160154,166440,166835,168687,170166,171237,173378,174801,175147,175660,180230,183665,186266,187575,191275,	6345
6	146585683	146592756	CGAMUSTENST00000546072	0	+	146585683	146592756	0	4	135,118,143,123,	0,3056,4210,6950,	6	146585683	146592756	ENSMUST00000037836	0	+	146585683	146592756	0	4	135,118,143,123,	0,3056,4210,6950,	519
6	146585683	146592756	CGAMUSTENST00000546072	0	+	146585683	146592756	0	4	135,118,143,123,	0,3056,4210,6950,	6	146585683	146592756	ENSMUST00000058245	0	+	146585683	146592756	0	4	135,118,143,123,	0,3056,4210,6950,	519
7	19304840	19309431	CGAMUSTENST00000417353	0	-	19304840	19309431	0	3	462,321,126,	0,2279,4465,	7	19304840	19309431	ENSMUST00000207334	0	-	19304840	19309431	0	3	462,321,126,	0,2279,4465,	909
8	60913016	60954621	CGAMUSTENSCAFT00000038928	0	-	60913016	60954621	0	13	159,76,217,399,187,546,81,207,123,188,100,158,79,	0,1736,6323,9773,14215,16054,17664,20064,21468,24283,25531,28240,41526,	8	60913016	60954621	ENSMUST00000110302	0	-	60913016	60954621	0	13	159,76,217,399,187,546,81,207,123,188,100,158,79,	0,1736,6323,9773,14215,16054,17664,20064,21468,24283,25531,28240,41526,	2520
9	40973512	40984437	CGAMUSTENST00000533709	0	-	40973512	40984437	0	5	125,87,147,84,148,	0,2122,4595,7643,10777,	9	40973512	40984437	ENSMUST00000180872	0	-	40973512	40984437	0	5	125,87,147,84,148,	0,2122,4595,7643,10777,	591
9	66518412	66592874	CGAMUSTENST00000540797	0	-	66518412	66592874	0	14	166,68,114,119,81,107,147,114,114,83,82,84,61,91,	0,1684,1860,2196,8526,8702,11831,21649,24100,25533,27331,29459,48430,74371,	9	66518412	66592874	ENSMUST00000174387	0	-	66518412	66592874	0	14	166,68,114,119,81,107,147,114,114,83,82,84,61,91,	0,1684,1860,2196,8526,8702,11831,21649,24100,25533,27331,29459,48430,74371,	1431
